"RunID","Tableau","YoungDiagram","SucceededQ","FailureReason","Diagnostic","TimingSeconds","BetheRoots"
"syt-a1147252-dc5d-40af-9da9-7920ab567eb2","{{1, 3, 4, 5, 8, 11, 13, 15, 17, 18, 19, 20}, {2, 6, 7, 9, 10, 12, 14, 16}}","{12, 8}",true,"None","""""",412.285708,"{-1.0756043238136533118486294505799039507037383165733155813959542294500471043345739584823119183622074615189900185945523`97.61053393974733, -0.8865490689873185134321702179804956527875841984760209586263068651416456604742771755115351434154637642470186251292709`97.79501659736394 - 1.028426181715532793584419375854279794981192041855008348005895685328746223056625290404711897979754493981956584564584`97.85948694369692*I, -0.8865490689873185134321702179804956527875841984760209586263068651416456604742771755115351434154637642470186251292709`97.79501659736394 + 1.028426181715532793584419375854279794981192041855008348005895685328746223056625290404711897979754493981956584564584`97.85948694369692*I, -0.8562244380067467689750780314815764045740198614305321278772665641288023127325605794573171615625585590553197870976594`97.69881102546245, -0.136704928930468339415126104526533237986624981344321192209962641787098065849830152671553841082399342753254039193739`99.18489632279768, 0.0484539491590508966949813075531063968004500121775684141686359003546056299319159758784440463119309002417319819367168`98.80905034236885, 0.1429178434438623730169166035753955051724831935238457446583898155165329755355905427250658011966040949292806200602158`98.68480214237684, 0.2493152542025936832449916824132931594299423252081716599087714497781001983980125230307433603295578966505884931475599`98.87663130267771}"
