RunID,Tableau,YoungDiagram,SucceededQ,FailureReason,TimingSeconds,BetheRoots
syt-3723ca4d-c3f6-4bde-aec5-0e8d80c789e3,"{{1, 2, 3, 4, 5, 10, 11, 12}, {6, 7, 8, 9, 13, 14, 15, 16}}","{8, 8}",true,None,42.824329,"{-0.352788250593106559765445456350926280004911663504434688317880106877905349869950683333763559328818`78.10371869981986 - 0.999999079022306593195340284007007015956542452581060905068021808382693459232150143890581595248305`78.55620418706789*I, -0.352788250593106559765445456350926280004911663504434688317880106877905349869950683333763559328818`78.10371869981986 + 0.999999079022306593195340284007007015956542452581060905068021808382693459232150143890581595248305`78.55620418706789*I, -0.352787427019644007066511715593980009698509147517367513246234298789747436511264407119104333649273`79.09386978704362, -0.305264490052852767381330094936763438981582495605691429253589631462336167492816107555202447275061`77.85105541718215 - 2.090989316692187360845009536491383613843972188652231157111144471173173384622921523668856428369521`78.68673094325047*I, -0.305264490052852767381330094936763438981582495605691429253589631462336167492816107555202447275061`77.85105541718215 + 2.090989316692187360845009536491383613843972188652231157111144471173173384622921523668856428369521`78.68673094325047*I, 0.556294158614725056567634354027367385518503014582603827212668840976495727267235601377249787263958`78.29046166865244 - 0.999876392544245146829543743313982745040969541911185975821721802815527416481401194119448994458502`78.54510348365731*I, 0.556294158614725056567634354027367385518503014582603827212668840976495727267235601377249787263958`78.29046166865244 + 0.999876392544245146829543743313982745040969541911185975821721802815527416481401194119448994458502`78.54510348365731*I, 0.556304591082112548224794110114624676634491436572412093963836093517239016702326786142536772329115`79.23044098988139}"
syt-4e02eb6b-5daa-4e30-a149-484f3ba35da9,"{{1, 2, 3, 4, 5, 10, 11, 13}, {6, 7, 8, 9, 12, 14, 15, 16}}","{8, 8}",true,None,59.540763,"{-0.308521307291976082470328564796308260204382824552104417331006608204885390201031656504559759164341`78.09597547131965 - 0.999999124214030557158972425152589492731142725929965983912954676342264915534007350323703656323573`78.60668992804763*I, -0.308521307291976082470328564796308260204382824552104417331006608204885390201031656504559759164341`78.09597547131965 + 0.999999124214030557158972425152589492731142725929965983912954676342264915534007350323703656323573`78.60668992804763*I, -0.308519229354609348620976702319745738688635544076159568741561456498981877435377509290592999896178`79.30889980018591, -0.293430319073563073331462946664874507572050054051897885314074215411968997427858500370214388238873`77.93058008263962 - 2.129001286974283469313025102700012239359808276661328571671516291583075240107075554731782564657741`78.79125102073344*I, -0.293430319073563073331462946664874507572050054051897885314074215411968997427858500370214388238873`77.93058008263962 + 2.129001286974283469313025102700012239359808276661328571671516291583075240107075554731782564657741`78.79125102073344*I, 0.330357031909061636541016130237470448611039591750344731557320135752233829180910413254389490436013`78.95690556562329, 0.591032725088313011841771797502320412815230854766909721237201483990228411756123704892875902133297`78.43412352372741 - 0.499889017290730370552432598994830422105818724818973315854476412206264866122434757596752598079682`78.36138559086365*I, 0.591032725088313011841771797502320412815230854766909721237201483990228411756123704892875902133297`78.43412352372741 + 0.499889017290730370552432598994830422105818724818973315854476412206264866122434757596752598079682`78.36138559086365*I}"
syt-5e942f88-4c8a-4080-93c2-fcd12f03fdc0,"{{1, 2, 3, 4, 5, 10, 11, 14}, {6, 7, 8, 9, 12, 13, 15, 16}}","{8, 8}",true,None,55.329205,"{-0.326310771209269435023305397773616685310187631213264295111859416709059175187832376207981107459141`78.12996601909855 - 0.99999858889670982721434040327184904223654279911051404970124738946303861278741782853881901703265`78.61633399659006*I, -0.326310771209269435023305397773616685310187631213264295111859416709059175187832376207981107459141`78.12996601909855 + 0.99999858889670982721434040327184904223654279911051404970124738946303861278741782853881901703265`78.61633399659006*I, -0.326309087658381253576371737377076425660306138457947893193876118112234089086713444998489985142387`79.36088322606638, -0.312956029227303219498731368320006267295399845617496738529224889986237700762611023061763752454575`77.96019998710493 - 2.125408266754572804525928940421469138274569118412671055733926165143328426430824233131019171430876`78.79215902970242*I, -0.312956029227303219498731368320006267295399845617496738529224889986237700762611023061763752454575`77.96019998710493 + 2.125408266754572804525928940421469138274569118412671055733926165143328426430824233131019171430876`78.79215902970242*I, 0.525018012859888872636150032718358593862694600653514079051570265320081031571164191104115038476936`78.37098100515912 - 0.499970594359477151542383760546486458334040662424822551934065999480208987714751543895563148716021`78.34975126344429*I, 0.525018012859888872636150032718358593862694600653514079051570265320081031571164191104115038476936`78.37098100515912 + 0.499970594359477151542383760546486458334040662424822551934065999480208987714751543895563148716021`78.34975126344429*I, 0.554806662811748817348145204127605143146091890812441802372904200862665777845271861329749628015947`78.8765299128001}"
syt-8616eb65-938c-49c3-9264-50fac21af804,"{{1, 2, 3, 4, 5, 10, 11, 15}, {6, 7, 8, 9, 12, 13, 14, 16}}","{8, 8}",true,None,70.527114,"{-0.387885734413394818207229266632208047341496920353728422788717565327296695471974968356225426352748`78.09361630875114 - 2.112460418122412102569703811846182749405130758421775718375639369408448462170765449475894925996154`78.82970108143289*I, -0.387885734413394818207229266632208047341496920353728422788717565327296695471974968356225426352748`78.09361630875114 + 2.112460418122412102569703811846182749405130758421775718375639369408448462170765449475894925996154`78.82970108143289*I, -0.380322486999519021018254005603497864789712231840175041164378293631078864089214293653813834779511`79.32502381832236, -0.380322276761228635456402314415801146418329700385824031514660729785119054609071908664303408317294`78.24238663288195 - 0.999997125598105903294030413773004303466383902587043124385913445031737727761332719233357308260845`78.66223362029093*I, -0.380322276761228635456402314415801146418329700385824031514660729785119054609071908664303408317294`78.24238663288195 + 0.999997125598105903294030413773004303466383902587043124385913445031737727761332719233357308260845`78.66223362029093*I, 0.422949822459550573128543567025059349068275898586508825280264243298652945754800466021248256001966`78.50617934392052 - 0.499998813125124639420598142838479722704244959928001016093777388847712407989520774012548991079962`78.57885947035574*I, 0.422949822459550573128543567025059349068275898586508825280264243298652945754800466021248256001966`78.50617934392052 + 0.499998813125124639420598142838479722704244959928001016093777388847712407989520774012548991079962`78.57885947035574*I, 1.070838864429664782088430033649397554172813676146262299210606397258604472741707115652374992115663`79.14729965038893}"
syt-2bdcd370-b4d7-4b24-bd9d-60d53576d941,"{{1, 2, 3, 4, 5, 10, 12, 13}, {6, 7, 8, 9, 11, 14, 15, 16}}","{8, 8}",true,None,79.255712,"{-0.292581698458756072335263833048730960432922184803108747144691591524730516154274557619305118185376`78.07029655989083 - 0.999999684065646505679198366756983634310671489899113442999508368094220889744220861516860564988719`78.60404926598852*I, -0.292581698458756072335263833048730960432922184803108747144691591524730516154274557619305118185376`78.07029655989083 + 0.999999684065646505679198366756983634310671489899113442999508368094220889744220861516860564988719`78.60404926598852*I, -0.292579287897992346216139692081528913296298368434140817791503124342129570028770053852229810075984`79.25582497644307, -0.27754371001241793456400266512121715786624086538081481792646133401429564230091643756279364233143`77.90857676497367 - 2.132143669925137701514033441900410391496209106126372864322698878192366077610703050406740849426847`78.79406184097486*I, -0.27754371001241793456400266512121715786624086538081481792646133401429564230091643756279364233143`77.90857676497367 + 2.132143669925137701514033441900410391496209106126372864322698878192366077610703050406740849426847`78.79406184097486*I, 0.186901350336658251565650252804368769125649933801821639132384684757775248321744660150995815265599`79.01258950658186, 0.622964377251841054224511217808528190384487267500083154400712145331203319308703692032715757921998`78.50832229885471 - 0.499821652946015766642187139134246681643371751372724633136121137594774342288608546310307755506931`78.41267415200967*I, 0.622964377251841054224511217808528190384487267500083154400712145331203319308703692032715757921998`78.50832229885471 + 0.499821652946015766642187139134246681643371751372724633136121137594774342288608546310307755506931`78.41267415200967*I}"
syt-1c8e45fc-995e-4b32-bedb-3d855ebc91df,"{{1, 2, 3, 4, 5, 10, 12, 14}, {6, 7, 8, 9, 11, 13, 15, 16}}","{8, 8}",true,None,52.740842,"{-0.232871193473659682706822715443213801160441497006554892859672320979218535195049634527057072196762`77.98143435673492 - 1.000002663845467391720226865988470386855288719669482171941523547695142768084344805581429125124693`78.61431974466781*I, -0.232871193473659682706822715443213801160441497006554892859672320979218535195049634527057072196762`77.98143435673492 + 1.000002663845467391720226865988470386855288719669482171941523547695142768084344805581429125124693`78.61431974466781*I, -0.232869229961688245793431436756531501810836816958291549104288515893796595429019027851450888145119`79.29766971072222, -0.224557192344683884394958067953247588636414031241086966763210791791849517486159051057886135847338`77.83418225301052 - 2.151917322825467474148051658663104989091779256751266490615681828884323479515334954129796554687191`78.81568086498424*I, -0.224557192344683884394958067953247588636414031241086966763210791791849517486159051057886135847338`77.83418225301052 + 2.151917322825467474148051658663104989091779256751266490615681828884323479515334954129796554687191`78.81568086498424*I, 0.202903196471614277629874471484141693137318484881870228891787676568010153496231759990109685442691`78.50671860610245, 0.354978356276854494667757330722684836204340644208090573343459766866425655694203881325473918060446`78.27014933395296, 0.589844448849906607699361201342627752062888744363614466114807298001496891601000757705753700730182`78.52995855467462}"
syt-bf7758cc-0728-4adb-ba1f-e35abad3bda8,"{{1, 2, 3, 4, 5, 10, 12, 15}, {6, 7, 8, 9, 11, 13, 14, 16}}","{8, 8}",true,None,81.249866,"{-0.329707544086790430489171347667734184172224228534517200167997882803992564030211944208870364215782`78.04800512533721 - 2.123323388097194323140131455511205419260889656043241440791410710452136877658885383270716630025592`78.85689238439357*I, -0.329707544086790430489171347667734184172224228534517200167997882803992564030211944208870364215782`78.04800512533721 + 2.123323388097194323140131455511205419260889656043241440791410710452136877658885383270716630025592`78.85689238439357*I, -0.313297427602136868934343113454207068269055606111741250193851414764566735005739902818778502456078`78.1815380276435 - 0.999997692984465926337204406617941040226701568560744539858182343396222154652193173095390398937025`78.68558019669285*I, -0.313297427602136868934343113454207068269055606111741250193851414764566735005739902818778502456078`78.1815380276435 + 0.999997692984465926337204406617941040226701568560744539858182343396222154652193173095390398937025`78.68558019669285*I, -0.313294537641821238447515304775472879662677397140194099482280492942308834812408439415842458678798`79.14205139151657, 0.191922487013517036629734510095051068656203890062332537340095846745027291588853079774411581037476`78.64632242106369, 0.337670961567393109876138494041805345226748456523806930131196138705421397118272518080574164855814`78.64496405223582, 1.06971103243876569078867122288249897066228471984657153273468710262897874417718653561615444612923`79.14685727049039}"
syt-8940d3c4-6c5a-45d3-a626-65bfbe7f732b,"{{1, 2, 3, 4, 5, 10, 13, 14}, {6, 7, 8, 9, 11, 12, 15, 16}}","{8, 8}",true,None,148.444754,"{-0.495942938127204390626727623876093779648688060396460386619862519087271211951854199945523447972022`78.28068122981809 - 2.083511313752761894505612706669962744624700375189337930661923815046033019641364487492996602704681`78.90404538229761*I, -0.495942938127204390626727623876093779648688060396460386619862519087271211951854199945523447972022`78.28068122981809 + 2.083511313752761894505612706669962744624700375189337930661923815046033019641364487492996602704681`78.90404538229761*I, -0.45765582481861435330074430466273663181232591080616530646746485011837916106708755400534749702722`79.20015147556502, -0.457649879786869928594877792050223775517278135174474117139677418600326238924247036074535281950304`78.38858265820588 - 0.9999986949312675602087939005647833934428910317827417707987170237773981680583226733796439508704`78.7280487388015*I, -0.457649879786869928594877792050223775517278135174474117139677418600326238924247036074535281950304`78.38858265820588 + 0.9999986949312675602087939005647833934428910317827417707987170237773981680583226733796439508704`78.7280487388015*I, 0.167124422590380827945559125064421809126972798909278717294398318985488830015074152620596264377097`79.03794659125442, 1.098858519028191081899198005725474966508642751519377798346073203254042616402107936712434346247388`78.79801829734953 - 0.521550534671687432651102660842484151479550681582385289698007326423054458980618668229487134698239`78.47437291286178*I, 1.098858519028191081899198005725474966508642751519377798346073203254042616402107936712434346247388`78.79801829734953 + 0.521550534671687432651102660842484151479550681582385289698007326423054458980618668229487134698239`78.47437291286178*I}"
syt-5c545fcf-4960-408d-b704-811e1ee449a3,"{{1, 2, 3, 4, 5, 10, 13, 15}, {6, 7, 8, 9, 11, 12, 14, 16}}","{8, 8}",true,None,154.266228,"{-0.364719453718676092256654553458909586382474588695541983135379163811030532234001729000068676362658`78.0986597662186 - 2.114796090893462207644963959621088398451480593959672316678270014894603555867284612769873785505801`78.86196933647567*I, -0.364719453718676092256654553458909586382474588695541983135379163811030532234001729000068676362658`78.0986597662186 + 2.114796090893462207644963959621088398451480593959672316678270014894603555867284612769873785505801`78.86196933647567*I, -0.344899572131537882692951171020939338370037010842548769301565307560885007678460958870674607207229`78.22981813580898 - 0.999996474049102521081730819082707184292801577135029486274425291079573321891597205513885825588882`78.69212394890572*I, -0.344899572131537882692951171020939338370037010842548769301565307560885007678460958870674607207229`78.22981813580898 + 0.999996474049102521081730819082707184292801577135029486274425291079573321891597205513885825588882`78.69212394890572*I, -0.344898239928403486003037987321753342081989117956242652909546686324323805386013231824968706914781`79.2716599447601, 0.186101313878496083147937575104377029454622645400278481567447021458468256289319557953875752894824`78.86545138333734, 0.540423221352684570696047257149429466807980290831560191841728031227998920000267668267148708343275`78.61716239105164, 1.037611756397650782058264604027644695324409380800585484374260576381687708921351381345430812816457`78.98158480444422}"
syt-59099382-a54f-4832-ab7b-d7549ad7a722,"{{1, 2, 3, 4, 5, 11, 12, 13}, {6, 7, 8, 9, 10, 14, 15, 16}}","{8, 8}",true,None,48.094737,"{-0.704161173339157598496346310483088479714262493672271405281582921654630521815822479953575520486014`78.47107796945483 - 2.043549441078015552758510354734470746747407723828475046020697712599372707620300586548574114154797`78.93379104395031*I, -0.704161173339157598496346310483088479714262493672271405281582921654630521815822479953575520486014`78.47107796945483 + 2.043549441078015552758510354734470746747407723828475046020697712599372707620300586548574114154797`78.93379104395031*I, -0.652350774821579209835132525210425822426067520244395383336085797823985916170785383336659407717484`78.53410867598542 - 1.000016034458733669431061306627382624112767819401245184325981462398542181465580552259886290770096`78.71963445705731*I, -0.652350774821579209835132525210425822426067520244395383336085797823985916170785383336659407717484`78.53410867598542 + 1.000016034458733669431061306627382624112767819401245184325981462398542181465580552259886290770096`78.71963445705731*I, -0.652346049972569941998891096907933209010200990388132011103093282379097106449863220544506097297847`79.17656898772968, 1.115550854322381633052805184599024041679620133134985335695168377915716460533663008853927943523653`78.79423571277265 - 0.998558008537376939121189741242268153104355490343455575962199800377481820232419138301906979905556`78.74611963874106*I, 1.115550854322381633052805184599024041679620133134985335695168377915716460533663008853927943523653`78.79423571277265 + 0.998558008537376939121189741242268153104355490343455575962199800377481820232419138301906979905556`78.74611963874106*I, 1.134268237649280292556238399096913729931620751951494916948093965504897061355752929417120066657536`79.25281189647518}"
