"RunID","Tableau","YoungDiagram","SucceededQ","FailureReason","Diagnostic","TimingSeconds","BetheRoots"
"syt-e6e94dfa-780d-4671-a631-b770219aa9a3","{{1, 3, 4, 7, 8, 11, 13, 15, 17, 18, 19, 20}, {2, 5, 6, 9, 10, 12, 14, 16}}","{12, 8}",true,"None","""""",74.797602,"{-0.8677659962283029501606032059948257049779489918807559895349804147938031401000260964530703601433581205239032181838564`97.59759913753317 - 0.5086922630534843347793836886166519955989332418611030260850795919000657895365368406735993475089888095017576001173657`97.36565164170345*I, -0.8677659962283029501606032059948257049779489918807559895349804147938031401000260964530703601433581205239032181838564`97.59759913753317 + 0.5086922630534843347793836886166519955989332418611030260850795919000657895365368406735993475089888095017576001173657`97.36565164170345*I, -0.8618082327390902133162308637182722845735251887934297710749987964479017565924839532415256948116093088373328482859285`97.91543874497265, -0.2272274493548568756217310089669080212297081015822772932982871288825837077854114687940195209297578787358572446558922`97.92281852021932 - 0.5000000000084272317734627892582369304491299594939727598776544830321849150274623880198720254541095769245000482768739`98.265327731048*I, -0.2272274493548568756217310089669080212297081015822772932982871288825837077854114687940195209297578787358572446558922`97.92281852021932 + 0.5000000000084272317734627892582369304491299594939727598776544830321849150274623880198720254541095769245000482768739`98.265327731048*I, 0.0275977657216611146581750701704800102925394546963337750672453514394438319591522684808815191158881979833295086838619`98.74835338125665, 0.1243403899320842052610063082829002444741599765490107022254338644548424815478004446640300697029421346923354798020738`98.61784879827289, 0.2314044462303980629620717122944317888551355499429018594488546679063891388564063705907938681390109746811887854794901`98.88848216874626}"
