RunID,Tableau,YoungDiagram,SucceededQ,FailureReason,TimingSeconds,BetheRoots
syt-7ba54ba3-c9ac-4d71-8e60-c2ce72247572,"{{1, 2, 3, 4, 5, 10, 11, 12, 13, 14}, {6, 7, 8, 9, 15, 16}}","{10, 6}",true,None,214.966818,"{-0.909319439575476199100582408783533376725759695771091614751113404856860159032205964449214395993381`78.5446895522186 - 0.499969209819710851767574129070843200893843549905551098412766467565876087408671418000588030499331`78.28491633611736*I, -0.909319439575476199100582408783533376725759695771091614751113404856860159032205964449214395993381`78.5446895522186 + 0.499969209819710851767574129070843200893843549905551098412766467565876087408671418000588030499331`78.28491633611736*I, -0.903633047310014788189465041404127592436264181733992385664868317556540685960526738870336017627976`78.68931326782605 - 1.492948416426246916453544998269972621049772878845711445598768827820102826545810175923688613018671`78.90736596490964*I, -0.903633047310014788189465041404127592436264181733992385664868317556540685960526738870336017627976`78.68931326782605 + 1.492948416426246916453544998269972621049772878845711445598768827820102826545810175923688613018671`78.90736596490964*I, 1.556051655871545590737447263563911645972765302065630875415981722413400844992732703319550413621357`79.0900450058067 - 0.574620889444135062806595106309760671710167974323557843344073774941542853842325408378424972593965`78.65740240578442*I, 1.556051655871545590737447263563911645972765302065630875415981722413400844992732703319550413621357`79.0900450058067 + 0.574620889444135062806595106309760671710167974323557843344073774941542853842325408378424972593965`78.65740240578442*I}"
syt-5a7e3bd9-7f22-40f6-84c8-a05accad2f6d,"{{1, 2, 3, 4, 5, 10, 11, 12, 13, 15}, {6, 7, 8, 9, 14, 16}}","{10, 6}",true,None,397.413795,"{-0.812652094829312104837259248102439918884572270220969459781830308685121300874647345669043823509647`78.61433180915007 - 0.4999874372911046658303475924855011143638324332135773890462874868674427447088277137395118950544`78.4033862423128*I, -0.812652094829312104837259248102439918884572270220969459781830308685121300874647345669043823509647`78.61433180915007 + 0.4999874372911046658303475924855011143638324332135773890462874868674427447088277137395118950544`78.4033862423128*I, -0.810245349600739469133732179362749836558328889639880870242253801141517538823676515821747684432098`78.59008749545839 - 1.49202776566620649617699108549161390066215342515859595960932038688930945512389367869216858705938`78.85524785352773*I, -0.810245349600739469133732179362749836558328889639880870242253801141517538823676515821747684432098`78.59008749545839 + 1.49202776566620649617699108549161390066215342515859595960932038688930945512389367869216858705938`78.85524785352773*I, 0.66526281201153324889240618799296590390047764297631135336080142892270519125619001018652290882249`79.16179523046368, 1.386505385693376567510168603246769849403613861315701806687366790730572488140457712795060107061001`79.44843315873304}"
syt-b100e415-3fcf-4446-8412-2040670c7aa9,"{{1, 2, 3, 4, 5, 10, 11, 12, 13, 16}, {6, 7, 8, 9, 14, 15}}","{10, 6}",true,None,67.628532,"{-0.825539296451726517172786699218263866060752490955939581659761506638323764737728713876353654803928`78.635079622262 - 0.499986748544895862053976459028729424769976155508745725632964381777686025736065452658333485515448`78.41730036545867*I, -0.825539296451726517172786699218263866060752490955939581659761506638323764737728713876353654803928`78.635079622262 + 0.499986748544895862053976459028729424769976155508745725632964381777686025736065452658333485515448`78.41730036545867*I, -0.823062791116050028443365841080963880256829593461102295315039972269679591613461651072858721899131`78.61658809150921 - 1.492279286234926531997673075050654922385198246387868275403168985829315661359223357612037042499731`78.87500523363916*I, -0.823062791116050028443365841080963880256829593461102295315039972269679591613461651072858721899131`78.61658809150921 + 1.492279286234926531997673075050654922385198246387868275403168985829315661359223357612037042499731`78.87500523363916*I, 1.000334380185616548939845139523387240359978629827198126974801478908003356351190364949212376703059`79.03406520368699 - 0.493098481452100704090380666701492740584037419499424933551149678464410534689774695965875603909512`78.72685367356968*I, 1.000334380185616548939845139523387240359978629827198126974801478908003356351190364949212376703059`79.03406520368699 + 0.493098481452100704090380666701492740584037419499424933551149678464410534689774695965875603909512`78.72685367356968*I}"
syt-a761c234-2319-4ab3-af3c-daa5922ca586,"{{1, 2, 3, 4, 5, 10, 11, 12, 14, 15}, {6, 7, 8, 9, 13, 16}}","{10, 6}",true,None,156.772578,"{-0.788816474544770154682786035950739161735466747049140588266611296361589530100554812029946394049169`78.5410661391291 - 0.499989784281708706542476583409476476717529933982418388111543133128988226384017942860893356134982`78.34305129778413*I, -0.788816474544770154682786035950739161735466747049140588266611296361589530100554812029946394049169`78.5410661391291 + 0.499989784281708706542476583409476476717529933982418388111543133128988226384017942860893356134982`78.34305129778413*I, -0.787053383638524060695218068095696067819714722490576099570599557520526744798637564338120042678706`78.52358016590172 - 1.491843764180722967488394241303931789224452527798580645864076264797657629824635550010876160793291`78.8012993188649*I, -0.787053383638524060695218068095696067819714722490576099570599557520526744798637564338120042678706`78.52358016590172 + 1.491843764180722967488394241303931789224452527798580645864076264797657629824635550010876160793291`78.8012993188649*I, 0.428518076199899510488643823132436911726800424438537471729100247452935054610611029840809887879801`79.16428585625555, 1.43553793907837027619941062952164009678961415038308340394532146031129749518777372289532298557595`79.55330420753238}"
syt-9e042f31-4385-4ed7-b542-8fbb7a630344,"{{1, 2, 3, 4, 5, 10, 11, 12, 14, 16}, {6, 7, 8, 9, 13, 15}}","{10, 6}",true,None,72.167114,"{-0.730743053538873953313861393691019141681612193652557322059162731610138375156718623903479985231135`78.44329615573857 - 1.49196074597255559245758328014210568502029846456864411793607756433496018496265838543866989470689`78.7532888569452*I, -0.730743053538873953313861393691019141681612193652557322059162731610138375156718623903479985231135`78.44329615573857 + 1.49196074597255559245758328014210568502029846456864411793607756433496018496265838543866989470689`78.7532888569452*I, -0.730293583839171243089949776249447530385002458123101608792113882425970113849788034822150870467312`78.59914844063684 - 0.499994769590216312156214200995294298973478231833049921797897743107324047894089844468078448720482`78.43461641680788*I, -0.730293583839171243089949776249447530385002458123101608792113882425970113849788034822150870467312`78.59914844063684 + 0.499994769590216312156214200995294298973478231833049921797897743107324047894089844468078448720482`78.43461641680788*I, 0.455103354382471386410270661134473900006216335111854896280999892209994127741205927851465731222133`79.03330566600692, 0.75111075679508315549481167341040949996464419402540046542155333586222285027180738959979598017476`79.14397383102795}"
syt-eb0917d8-6d5a-4aa3-9bd4-20e27c066c7f,"{{1, 2, 3, 4, 5, 10, 11, 12, 15, 16}, {6, 7, 8, 9, 13, 14}}","{10, 6}",true,None,59.789857,"{-0.750309660115497694675697362022941973614221301488001900960237790744620696578103961012968362570063`78.48378632860152 - 1.492322880627240255732908332194348539014980671194493890830647670296743968516943942927800324675912`78.78240858838134*I, -0.750309660115497694675697362022941973614221301488001900960237790744620696578103961012968362570063`78.48378632860152 + 1.492322880627240255732908332194348539014980671194493890830647670296743968516943942927800324675912`78.78240858838134*I, -0.750037944521926874295267408591942686852808448121639989365799912566698472623986137827895686712437`78.7159225593331 - 0.499994187466246494880066267171147062849813360209652236917712008868294998836187022540273800616071`78.53980427997253*I, -0.750037944521926874295267408591942686852808448121639989365799912566698472623986137827895686712437`78.7159225593331 + 0.499994187466246494880066267171147062849813360209652236917712008868294998836187022540273800616071`78.53980427997253*I, 0.6166386598314039891168869473585093923653375499026106403260377033113191692020900988408640492825`79.07740553498849 - 0.500064756634317266353816642330744184927748057548724718979495357876481383312814823542153482078091`78.98640103347576*I, 0.6166386598314039891168869473585093923653375499026106403260377033113191692020900988408640492825`79.07740553498849 + 0.500064756634317266353816642330744184927748057548724718979495357876481383312814823542153482078091`78.98640103347576*I}"
syt-77799eab-c98f-43b8-a6da-5d781086d13b,"{{1, 2, 3, 4, 5, 10, 11, 13, 14, 15}, {6, 7, 8, 9, 12, 16}}","{10, 6}",true,None,227.113558,"{-0.770339438393266261977023695975513772861714736691087331001592199887106567061330411483362486583684`78.47173797160573 - 0.499991239812587693221977861725896900910708305969353629965275406756287885555788123446730682512796`78.28401823424855*I, -0.770339438393266261977023695975513772861714736691087331001592199887106567061330411483362486583684`78.47173797160573 + 0.499991239812587693221977861725896900910708305969353629965275406756287885555788123446730682512796`78.28401823424855*I, -0.769007823723953340259793953812286302912690986057274286401497518018948485902323763018695003035854`78.4752464016514 - 1.491684412160155035884012399294333057121862327424511029401012061746509582036778205122746563857134`78.76299259485793*I, -0.769007823723953340259793953812286302912690986057274286401497518018948485902323763018695003035854`78.4752464016514 + 1.491684412160155035884012399294333057121862327424511029401012061746509582036778205122746563857134`78.76299259485793*I, 0.272344461563587110462369099589825071241352036140694110050624441491532273381414972053805047890872`79.24814670334786, 1.460501570568856563521322169280401346071695859551341624755554994320577832545893376950309931348203`79.59130059488398}"
syt-1e89e92d-0883-47fd-8ef4-ef5942deec8a,"{{1, 2, 3, 4, 5, 10, 11, 13, 14, 16}, {6, 7, 8, 9, 12, 15}}","{10, 6}",true,None,100.218485,"{-0.710657142430021603849581905362919969948382890211126741803642661003782352295470094015221347299372`78.41253354197679 - 1.491899464364228245298204833404431952902051301932595325904033675555710222786480530824249612644166`78.73461297475085*I, -0.710657142430021603849581905362919969948382890211126741803642661003782352295470094015221347299372`78.41253354197679 + 1.491899464364228245298204833404431952902051301932595325904033675555710222786480530824249612644166`78.73461297475085*I, -0.709647661131557781840100797754735972026318829422091715944542502847490450631283103442638908789821`78.57287805852705 - 0.499995736507382616051088118320120913472827540660588226901430563633713796611843892164825070261476`78.42080158387293*I, -0.709647661131557781840100797754735972026318829422091715944542502847490450631283103442638908789821`78.57287805852705 + 0.499995736507382616051088118320120913472827540660588226901430563633713796611843892164825070261476`78.42080158387293*I, 0.288307718970877053211797588593556681518885605026568966214342865516543117981394492496356023836621`79.13597872777041, 0.767221718088866812099989659242199370282919567638305449282027462186002487872111902419364488341766`79.37102751093487}"
syt-c69111f1-d5e1-49c6-b3c1-711c25ac584a,"{{1, 2, 3, 4, 5, 10, 11, 13, 15, 16}, {6, 7, 8, 9, 12, 14}}","{10, 6}",true,None,79.317204,"{-0.678723666207567113867134200154796858039732597460020143412440588417687822795772815836381371570944`78.31454943510158 - 1.492018047036548774540095662797545893416952954356022825869454918630925027687139567931498907093607`78.65663051863892*I, -0.678723666207567113867134200154796858039732597460020143412440588417687822795772815836381371570944`78.31454943510158 + 1.492018047036548774540095662797545893416952954356022825869454918630925027687139567931498907093607`78.65663051863892*I, -0.67659896903426862361151059361177559001571453633490443283275126468199728965046842841323269716637`78.52379068314501 - 0.49999710022683570727387384972829804194676788210136768712266123543828376916020721963839652744435`78.39242683706524*I, -0.67659896903426862361151059361177559001571453633490443283275126468199728965046842841323269716637`78.52379068314501 + 0.49999710022683570727387384972829804194676788210136768712266123543828376916020721963839652744435`78.39242683706524*I, 0.298705595843713315598858899735427807177208145321586741797001526746617458280234341027832013384467`78.87401041029335, 0.48138355383385176888336530589125611829350362715107491069338217945275276661224814747139612409016`78.9878437546525}"
syt-99e1bcaa-2aaa-477c-911f-4a007875a07a,"{{1, 2, 3, 4, 5, 10, 11, 14, 15, 16}, {6, 7, 8, 9, 12, 13}}","{10, 6}",true,None,76.334078,"{-0.682222054811767253996829215130975836941868074834176693908247859874364011888505308896518979570231`78.22024341431036 - 1.492788129893772488408369109896176523516461157212050285569979545610049194572955417394747839520466`78.56031583224501*I, -0.682222054811767253996829215130975836941868074834176693908247859874364011888505308896518979570231`78.22024341431036 + 1.492788129893772488408369109896176523516461157212050285569979545610049194572955417394747839520466`78.56031583224501*I, -0.679492806625043958578627688546038371050786403641704151486856198595012007538927585630893243426561`78.46367507667868 - 0.499997448470662658720323243558358960652034837117603206509093773597142272180711587151040236669507`78.33045800129615*I, -0.679492806625043958578627688546038371050786403641704151486856198595012007538927585630893243426561`78.46367507667868 + 0.499997448470662658720323243558358960652034837117603206509093773597142272180711587151040236669507`78.33045800129615*I, 0.336500316410380044890779555670497512970071470663380845395104058469376019427432894527412222996792`78.7480687897584 - 0.499999974408159895668503435723682727054771112644711520135163820962391326806576391979013113810755`78.92005329493945*I, 0.336500316410380044890779555670497512970071470663380845395104058469376019427432894527412222996792`78.7480687897584 + 0.499999974408159895668503435723682727054771112644711520135163820962391326806576391979013113810755`78.92005329493945*I}"
