Index,SYT,FlipSYT,FlipFoundQ,RootCount,FlipRootCount,Distance,SameRootsQ,Reason
5803,"{{1, 3, 5, 10, 13}, {2, 6, 11, 15}, {4, 8, 14}, {7, 12}, {9}}","{{1, 2, 4, 7, 14}, {3, 5, 8, 9}, {6, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
5826,"{{1, 6, 9, 11, 12}, {2, 7, 13, 14}, {3, 8, 15}, {4, 10}, {5}}","{{1, 3, 6, 8, 11}, {2, 5, 7, 12}, {4, 9, 13}, {10, 14}, {15}}",False,,,,False,FlipSYTNotFound
5837,"{{1, 4, 7, 13, 15}, {2, 6, 9, 14}, {3, 8, 12}, {5, 10}, {11}}","{{1, 2, 4, 5, 11}, {3, 6, 8, 13}, {7, 10, 14}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
5838,"{{1, 4, 5, 6, 8}, {2, 7, 10, 11}, {3, 12, 14}, {9, 15}, {13}}","{{1, 3, 7, 12, 13}, {2, 4, 9, 14}, {5, 6, 11}, {8, 10}, {15}}",False,,,,False,FlipSYTNotFound
5873,"{{1, 3, 6, 13, 15}, {2, 5, 10, 14}, {4, 7, 12}, {8, 9}, {11}}","{{1, 2, 4, 5, 8}, {3, 6, 7, 12}, {9, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
5921,"{{1, 3, 8, 13, 15}, {2, 5, 9, 14}, {4, 7, 12}, {6, 10}, {11}}","{{1, 2, 4, 5, 10}, {3, 6, 9, 12}, {7, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
5942,"{{1, 3, 7, 13, 15}, {2, 5, 9, 14}, {4, 8, 12}, {6, 10}, {11}}","{{1, 2, 4, 5, 10}, {3, 6, 8, 12}, {7, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
5955,"{{1, 3, 7, 13, 15}, {2, 5, 9, 14}, {4, 6, 12}, {8, 10}, {11}}","{{1, 2, 4, 5, 8}, {3, 6, 10, 12}, {7, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
6047,"{{1, 2, 5, 10, 12}, {3, 4, 9, 14}, {6, 8, 11}, {7, 13}, {15}}","{{1, 3, 7, 8, 9}, {2, 5, 10, 13}, {4, 12, 15}, {6, 14}, {11}}",False,,,,False,FlipSYTNotFound
6049,"{{1, 3, 10, 11, 12}, {2, 5, 13, 14}, {4, 6, 15}, {7, 9}, {8}}","{{1, 3, 6, 7, 8}, {2, 5, 9, 12}, {4, 10, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
6122,"{{1, 2, 5, 11, 12}, {3, 4, 7, 14}, {6, 8, 9}, {10, 13}, {15}}","{{1, 3, 6, 8, 10}, {2, 5, 7, 13}, {4, 12, 15}, {9, 14}, {11}}",False,,,,False,FlipSYTNotFound
6144,"{{1, 4, 9, 11, 12}, {2, 5, 13, 14}, {3, 8, 15}, {6, 10}, {7}}","{{1, 3, 6, 8, 9}, {2, 5, 7, 10}, {4, 11, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
6146,"{{1, 5, 8, 10, 13}, {2, 6, 11, 15}, {3, 7, 14}, {4, 12}, {9}}","{{1, 2, 4, 7, 12}, {3, 5, 8, 9}, {6, 10, 13}, {11, 14}, {15}}",False,,,,False,FlipSYTNotFound
6148,"{{1, 2, 4, 5, 12}, {3, 7, 9, 10}, {6, 8, 15}, {11, 14}, {13}}","{{1, 2, 3, 8, 10}, {4, 5, 7, 15}, {6, 12, 13}, {9, 14}, {11}}",True,20,20,1.28529803362408515525E-1,False,DistanceAboveTolerance
6231,"{{1, 2, 3, 13, 15}, {4, 7, 9, 14}, {5, 8, 12}, {6, 10}, {11}}","{{1, 2, 4, 5, 10}, {3, 6, 8, 11}, {7, 12, 15}, {9, 14}, {13}}",False,,,,False,FlipSYTNotFound
6249,"{{1, 3, 7, 13, 15}, {2, 6, 9, 14}, {4, 8, 12}, {5, 10}, {11}}","{{1, 2, 4, 5, 11}, {3, 6, 8, 12}, {7, 10, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
6275,"{{1, 4, 6, 13, 15}, {2, 5, 10, 14}, {3, 7, 12}, {8, 9}, {11}}","{{1, 2, 4, 5, 8}, {3, 6, 7, 13}, {9, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
6295,"{{1, 6, 8, 9, 13}, {2, 7, 11, 15}, {3, 10, 14}, {4, 12}, {5}}","{{1, 2, 4, 9, 11}, {3, 5, 6, 12}, {7, 8, 13}, {10, 14}, {15}}",False,,,,False,FlipSYTNotFound
6312,"{{1, 4, 7, 10, 13}, {2, 6, 11, 15}, {3, 9, 14}, {5, 12}, {8}}","{{1, 2, 4, 8, 11}, {3, 5, 7, 10}, {6, 9, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
6323,"{{1, 3, 5, 10, 13}, {2, 4, 11, 15}, {6, 7, 14}, {8, 12}, {9}}","{{1, 2, 4, 7, 14}, {3, 5, 8, 10}, {6, 9, 12}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
6396,"{{1, 3, 7, 13, 15}, {2, 6, 8, 14}, {4, 9, 12}, {5, 10}, {11}}","{{1, 2, 4, 5, 11}, {3, 6, 10, 12}, {7, 13, 14}, {8, 15}, {9}}",False,,,,False,FlipSYTNotFound
6427,"{{1, 3, 6, 13, 15}, {2, 5, 9, 14}, {4, 8, 12}, {7, 10}, {11}}","{{1, 2, 4, 5, 9}, {3, 6, 8, 12}, {7, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
6490,"{{1, 3, 9, 11, 12}, {2, 5, 13, 14}, {4, 6, 15}, {7, 8}, {10}}","{{1, 3, 6, 8, 9}, {2, 5, 7, 12}, {4, 10, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
6597,"{{1, 2, 5, 13, 15}, {3, 6, 8, 14}, {4, 7, 12}, {9, 10}, {11}}","{{1, 2, 4, 5, 7}, {3, 6, 9, 12}, {8, 13, 15}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
6599,"{{1, 3, 5, 11, 12}, {2, 4, 13, 14}, {6, 7, 15}, {8, 10}, {9}}","{{1, 3, 6, 7, 14}, {2, 5, 8, 10}, {4, 9, 12}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
6653,"{{1, 3, 6, 11, 12}, {2, 5, 13, 14}, {4, 9, 15}, {7, 10}, {8}}","{{1, 3, 6, 8, 12}, {2, 5, 7, 9}, {4, 10, 11}, {13, 14}, {15}}",False,,,,False,FlipSYTNotFound
6672,"{{1, 4, 7, 11, 12}, {2, 6, 13, 14}, {3, 8, 15}, {5, 10}, {9}}","{{1, 3, 6, 7, 11}, {2, 5, 8, 10}, {4, 9, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
6733,"{{1, 3, 5, 9, 13}, {2, 6, 11, 15}, {4, 10, 14}, {7, 12}, {8}}","{{1, 2, 4, 8, 14}, {3, 5, 6, 9}, {7, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
6742,"{{1, 3, 5, 11, 12}, {2, 6, 13, 14}, {4, 8, 15}, {7, 10}, {9}}","{{1, 3, 6, 7, 14}, {2, 5, 8, 9}, {4, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
6752,"{{1, 4, 5, 8, 12}, {2, 6, 7, 9}, {3, 10, 15}, {11, 14}, {13}}","{{1, 2, 3, 10, 13}, {4, 5, 9, 14}, {6, 11, 12}, {7, 15}, {8}}",False,,,,False,FlipSYTNotFound
6822,"{{1, 4, 7, 10, 12}, {2, 5, 8, 14}, {3, 9, 11}, {6, 13}, {15}}","{{1, 3, 7, 10, 13}, {2, 5, 8, 11}, {4, 12, 14}, {6, 15}, {9}}",False,,,,False,FlipSYTNotFound
6831,"{{1, 3, 9, 11, 12}, {2, 5, 13, 14}, {4, 7, 15}, {6, 8}, {10}}","{{1, 3, 6, 8, 10}, {2, 5, 7, 12}, {4, 9, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
6875,"{{1, 3, 6, 10, 12}, {2, 5, 7, 14}, {4, 9, 11}, {8, 13}, {15}}","{{1, 3, 7, 8, 12}, {2, 5, 9, 11}, {4, 13, 14}, {6, 15}, {10}}",False,,,,False,FlipSYTNotFound
6896,"{{1, 3, 5, 7, 9}, {2, 4, 8, 11}, {6, 12, 14}, {10, 15}, {13}}","{{1, 3, 6, 12, 14}, {2, 4, 10, 15}, {5, 8, 11}, {7, 9}, {13}}",False,,,,False,FlipSYTNotFound
6991,"{{1, 4, 7, 9, 13}, {2, 6, 11, 15}, {3, 10, 14}, {5, 12}, {8}}","{{1, 2, 4, 8, 11}, {3, 5, 6, 10}, {7, 9, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
7006,"{{1, 3, 6, 13, 15}, {2, 5, 8, 14}, {4, 7, 12}, {9, 10}, {11}}","{{1, 2, 4, 5, 7}, {3, 6, 9, 12}, {8, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
7051,"{{1, 3, 4, 11, 12}, {2, 7, 13, 14}, {5, 8, 15}, {6, 9}, {10}}","{{1, 3, 6, 10, 14}, {2, 5, 7, 11}, {4, 8, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
7129,"{{1, 3, 7, 13, 15}, {2, 5, 8, 14}, {4, 6, 12}, {9, 10}, {11}}","{{1, 2, 4, 5, 7}, {3, 6, 10, 12}, {8, 11, 14}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
7209,"{{1, 4, 9, 10, 12}, {2, 5, 13, 14}, {3, 8, 15}, {6, 11}, {7}}","{{1, 3, 5, 8, 9}, {2, 6, 7, 10}, {4, 11, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
7248,"{{1, 3, 5, 8, 13}, {2, 7, 11, 15}, {4, 10, 14}, {6, 12}, {9}}","{{1, 2, 4, 7, 14}, {3, 5, 6, 10}, {8, 9, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
7275,"{{1, 4, 8, 11, 12}, {2, 5, 13, 14}, {3, 7, 15}, {6, 9}, {10}}","{{1, 3, 6, 9, 10}, {2, 5, 7, 13}, {4, 8, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
7298,"{{1, 3, 6, 10, 12}, {2, 7, 8, 14}, {4, 9, 11}, {5, 13}, {15}}","{{1, 3, 7, 9, 11}, {2, 5, 8, 12}, {4, 13, 14}, {6, 15}, {10}}",False,,,,False,FlipSYTNotFound
7312,"{{1, 3, 7, 11, 12}, {2, 4, 13, 14}, {5, 8, 15}, {6, 9}, {10}}","{{1, 3, 6, 10, 14}, {2, 5, 7, 11}, {4, 8, 12}, {9, 15}, {13}}",False,,,,False,FlipSYTNotFound
7447,"{{1, 4, 5, 7, 15}, {2, 6, 10, 12}, {3, 11, 13}, {8, 14}, {9}}","{{1, 2, 5, 7, 13}, {3, 6, 8, 14}, {4, 10, 12}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
7533,"{{1, 5, 8, 13, 15}, {2, 6, 10, 14}, {3, 9, 11}, {4, 12}, {7}}","{{1, 2, 4, 7, 9}, {3, 5, 10, 12}, {6, 11, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
7837,"{{1, 6, 9, 10, 12}, {2, 7, 13, 14}, {3, 8, 15}, {4, 11}, {5}}","{{1, 3, 5, 8, 11}, {2, 6, 7, 12}, {4, 9, 13}, {10, 14}, {15}}",False,,,,False,FlipSYTNotFound
7919,"{{1, 2, 5, 8, 10}, {3, 6, 11, 15}, {4, 7, 12}, {9, 14}, {13}}","{{1, 2, 3, 12, 15}, {4, 7, 9, 13}, {5, 8, 14}, {6, 10}, {11}}",False,,,,False,FlipSYTNotFound
7939,"{{1, 3, 7, 10, 11}, {2, 4, 8, 12}, {5, 9, 15}, {6, 14}, {13}}","{{1, 2, 3, 10, 14}, {4, 6, 7, 15}, {5, 8, 11}, {9, 12}, {13}}",False,,,,False,FlipSYTNotFound
7945,"{{1, 2, 3, 7, 13}, {4, 5, 11, 15}, {6, 10, 14}, {8, 12}, {9}}","{{1, 2, 4, 7, 15}, {3, 5, 6, 8}, {9, 10, 12}, {11, 14}, {13}}",False,,,,False,FlipSYTNotFound
8016,"{{1, 3, 5, 9, 12}, {2, 6, 10, 14}, {4, 8, 11}, {7, 13}, {15}}","{{1, 3, 8, 9, 14}, {2, 5, 10, 12}, {4, 11, 13}, {6, 15}, {7}}",False,,,,False,FlipSYTNotFound
8044,"{{1, 3, 8, 11, 12}, {2, 5, 13, 14}, {4, 7, 15}, {6, 9}, {10}}","{{1, 3, 6, 9, 10}, {2, 5, 7, 12}, {4, 8, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
8199,"{{1, 3, 4, 9, 12}, {2, 7, 10, 14}, {5, 8, 11}, {6, 13}, {15}}","{{1, 3, 8, 10, 14}, {2, 5, 9, 11}, {4, 12, 13}, {6, 15}, {7}}",False,,,,False,FlipSYTNotFound
8318,"{{1, 6, 8, 10, 12}, {2, 7, 13, 14}, {3, 9, 15}, {4, 11}, {5}}","{{1, 3, 5, 9, 11}, {2, 6, 7, 12}, {4, 8, 13}, {10, 14}, {15}}",False,,,,False,FlipSYTNotFound
8358,"{{1, 2, 5, 10, 11}, {3, 6, 9, 12}, {4, 7, 15}, {8, 14}, {13}}","{{1, 2, 3, 8, 12}, {4, 6, 7, 15}, {5, 9, 13}, {10, 14}, {11}}",False,,,,False,FlipSYTNotFound
8438,"{{1, 3, 5, 10, 12}, {2, 6, 13, 14}, {4, 9, 15}, {7, 11}, {8}}","{{1, 3, 5, 8, 14}, {2, 6, 7, 9}, {4, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
8531,"{{1, 2, 3, 6, 10}, {4, 5, 7, 9}, {8, 12, 14}, {11, 15}, {13}}","{{1, 3, 5, 11, 12}, {2, 4, 8, 15}, {6, 7, 14}, {9, 13}, {10}}",False,,,,False,FlipSYTNotFound
8551,"{{1, 4, 5, 10, 11}, {2, 6, 8, 12}, {3, 7, 15}, {9, 14}, {13}}","{{1, 2, 3, 9, 13}, {4, 6, 7, 14}, {5, 8, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
8582,"{{1, 3, 5, 10, 12}, {2, 6, 13, 14}, {4, 8, 15}, {7, 11}, {9}}","{{1, 3, 5, 7, 14}, {2, 6, 8, 9}, {4, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
8668,"{{1, 3, 4, 6, 12}, {2, 7, 10, 14}, {5, 9, 11}, {8, 13}, {15}}","{{1, 3, 7, 8, 14}, {2, 5, 9, 11}, {4, 12, 13}, {6, 15}, {10}}",False,,,,False,FlipSYTNotFound
8753,"{{1, 2, 4, 13, 15}, {3, 5, 10, 14}, {6, 7, 11}, {8, 12}, {9}}","{{1, 2, 4, 7, 10}, {3, 5, 8, 13}, {6, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
8763,"{{1, 4, 5, 6, 7}, {2, 8, 9, 10}, {3, 12, 14}, {11, 15}, {13}}","{{1, 3, 5, 12, 13}, {2, 4, 8, 14}, {6, 7, 11}, {9, 10}, {15}}",False,,,,False,FlipSYTNotFound
8839,"{{1, 5, 8, 9, 13}, {2, 6, 11, 15}, {3, 7, 14}, {4, 12}, {10}}","{{1, 2, 4, 6, 12}, {3, 5, 8, 9}, {7, 10, 13}, {11, 14}, {15}}",False,,,,False,FlipSYTNotFound
8973,"{{1, 3, 4, 6, 12}, {2, 5, 10, 14}, {7, 9, 11}, {8, 13}, {15}}","{{1, 3, 7, 8, 14}, {2, 5, 9, 13}, {4, 11, 15}, {6, 12}, {10}}",False,,,,False,FlipSYTNotFound
9240,"{{1, 3, 5, 8, 13}, {2, 6, 11, 15}, {4, 9, 14}, {7, 12}, {10}}","{{1, 2, 4, 6, 14}, {3, 5, 7, 9}, {8, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
9357,"{{1, 4, 8, 9, 13}, {2, 6, 11, 15}, {3, 7, 14}, {5, 12}, {10}}","{{1, 2, 4, 6, 11}, {3, 5, 8, 9}, {7, 10, 13}, {12, 14}, {15}}",False,,,,False,FlipSYTNotFound
9586,"{{1, 3, 6, 8, 11}, {2, 4, 10, 12}, {5, 7, 15}, {9, 14}, {13}}","{{1, 2, 3, 11, 14}, {4, 6, 7, 12}, {5, 8, 9}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
9724,"{{1, 2, 6, 7, 13}, {3, 5, 8, 14}, {4, 9, 11}, {10, 15}, {12}}","{{1, 4, 6, 11, 12}, {2, 5, 10, 13}, {3, 7, 15}, {8, 14}, {9}}",False,,,,False,FlipSYTNotFound
9947,"{{1, 3, 7, 8, 11}, {2, 4, 10, 12}, {5, 6, 15}, {9, 14}, {13}}","{{1, 2, 3, 10, 11}, {4, 6, 7, 14}, {5, 8, 9}, {12, 15}, {13}}",False,,,,False,FlipSYTNotFound
10177,"{{1, 2, 3, 5, 6}, {4, 8, 11, 15}, {7, 9, 12}, {10, 14}, {13}}","{{1, 2, 3, 9, 15}, {4, 6, 12, 14}, {5, 7, 13}, {8, 11}, {10}}",False,,,,False,FlipSYTNotFound
10429,"{{1, 3, 5, 9, 12}, {2, 6, 8, 14}, {4, 10, 11}, {7, 13}, {15}}","{{1, 3, 6, 9, 12}, {2, 5, 8, 10}, {4, 13, 14}, {7, 15}, {11}}",False,,,,False,FlipSYTNotFound
10445,"{{1, 3, 6, 9, 12}, {2, 5, 7, 14}, {4, 10, 11}, {8, 13}, {15}}","{{1, 3, 6, 8, 12}, {2, 5, 9, 11}, {4, 13, 14}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
10502,"{{1, 2, 5, 7, 13}, {3, 6, 8, 14}, {4, 9, 10}, {11, 15}, {12}}","{{1, 4, 7, 12, 15}, {2, 5, 10, 13}, {3, 6, 14}, {8, 11}, {9}}",False,,,,False,FlipSYTNotFound
10546,"{{1, 3, 5, 9, 12}, {2, 6, 13, 14}, {4, 8, 15}, {7, 11}, {10}}","{{1, 3, 5, 6, 14}, {2, 7, 8, 9}, {4, 10, 12}, {11, 13}, {15}}",False,,,,False,FlipSYTNotFound
10569,"{{1, 3, 4, 6, 12}, {2, 7, 9, 14}, {5, 10, 11}, {8, 13}, {15}}","{{1, 3, 6, 8, 14}, {2, 5, 9, 11}, {4, 12, 13}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
10687,"{{1, 2, 4, 10, 13}, {3, 5, 6, 14}, {7, 8, 9}, {11, 15}, {12}}","{{1, 4, 7, 8, 9}, {2, 5, 11, 13}, {3, 6, 15}, {10, 14}, {12}}",False,,,,False,FlipSYTNotFound
10699,"{{1, 3, 4, 7, 12}, {2, 6, 13, 14}, {5, 10, 15}, {8, 11}, {9}}","{{1, 3, 5, 7, 14}, {2, 6, 8, 11}, {4, 9, 10}, {12, 13}, {15}}",False,,,,False,FlipSYTNotFound
10819,"{{1, 4, 6, 7, 11}, {2, 5, 9, 12}, {3, 10, 15}, {8, 14}, {13}}","{{1, 2, 3, 11, 13}, {4, 6, 8, 14}, {5, 7, 10}, {9, 12}, {15}}",False,,,,False,FlipSYTNotFound
10916,"{{1, 2, 3, 4, 11}, {5, 6, 9, 10}, {7, 8, 14}, {12, 15}, {13}}","{{1, 3, 7, 8, 9}, {2, 4, 11, 15}, {5, 6, 14}, {10, 13}, {12}}",False,,,,False,FlipSYTNotFound
11259,"{{1, 4, 8, 9, 13}, {2, 6, 10, 15}, {3, 11, 14}, {5, 12}, {7}}","{{1, 2, 4, 9, 11}, {3, 5, 8, 10}, {6, 12, 13}, {7, 14}, {15}}",False,,,,False,FlipSYTNotFound
11570,"{{1, 3, 4, 6, 12}, {2, 8, 9, 14}, {5, 10, 11}, {7, 13}, {15}}","{{1, 3, 6, 9, 14}, {2, 5, 8, 11}, {4, 12, 13}, {7, 15}, {10}}",False,,,,False,FlipSYTNotFound
11596,"{{1, 3, 6, 9, 13}, {2, 8, 10, 15}, {4, 11, 14}, {5, 12}, {7}}","{{1, 2, 4, 9, 14}, {3, 5, 8, 11}, {6, 10, 12}, {7, 13}, {15}}",False,,,,False,FlipSYTNotFound
11688,"{{1, 3, 6, 7, 11}, {2, 4, 8, 9}, {5, 10, 14}, {12, 15}, {13}}","{{1, 3, 8, 11, 14}, {2, 4, 12, 15}, {5, 6, 13}, {7, 10}, {9}}",False,,,,False,FlipSYTNotFound
11722,"{{1, 3, 6, 9, 12}, {2, 5, 13, 14}, {4, 7, 15}, {8, 11}, {10}}","{{1, 3, 5, 6, 12}, {2, 7, 8, 11}, {4, 9, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
11940,"{{1, 4, 5, 9, 11}, {2, 6, 8, 12}, {3, 7, 15}, {10, 14}, {13}}","{{1, 2, 3, 9, 13}, {4, 6, 8, 14}, {5, 7, 12}, {10, 15}, {11}}",False,,,,False,FlipSYTNotFound
11998,"{{1, 2, 6, 9, 12}, {3, 4, 8, 14}, {5, 7, 11}, {10, 13}, {15}}","{{1, 3, 6, 9, 11}, {2, 5, 8, 13}, {4, 12, 15}, {7, 14}, {10}}",False,,,,False,FlipSYTNotFound
12224,"{{1, 5, 6, 7, 13}, {2, 9, 10, 15}, {3, 11, 14}, {4, 12}, {8}}","{{1, 2, 4, 8, 12}, {3, 5, 7, 11}, {6, 10, 13}, {9, 14}, {15}}",False,,,,False,FlipSYTNotFound
12245,"{{1, 3, 5, 7, 15}, {2, 6, 10, 12}, {4, 9, 13}, {8, 14}, {11}}","{{1, 2, 5, 7, 8}, {3, 6, 12, 14}, {4, 10, 13}, {9, 11}, {15}}",False,,,,False,FlipSYTNotFound
12465,"{{1, 3, 8, 10, 12}, {2, 5, 13, 14}, {4, 7, 15}, {6, 9}, {11}}","{{1, 3, 5, 9, 10}, {2, 6, 7, 12}, {4, 8, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
12591,"{{1, 2, 3, 7, 9}, {4, 5, 10, 15}, {6, 11, 12}, {8, 14}, {13}}","{{1, 2, 3, 8, 15}, {4, 5, 10, 12}, {6, 9, 14}, {7, 11}, {13}}",False,,,,False,FlipSYTNotFound
12800,"{{1, 3, 4, 10, 12}, {2, 7, 13, 14}, {5, 8, 15}, {6, 9}, {11}}","{{1, 3, 5, 10, 14}, {2, 6, 7, 11}, {4, 8, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
12880,"{{1, 2, 5, 13, 15}, {3, 4, 7, 14}, {6, 8, 10}, {9, 12}, {11}}","{{1, 2, 4, 5, 10}, {3, 6, 7, 13}, {8, 12, 15}, {9, 14}, {11}}",False,,,,False,FlipSYTNotFound
12976,"{{1, 3, 8, 9, 12}, {2, 5, 13, 14}, {4, 7, 15}, {6, 10}, {11}}","{{1, 3, 5, 9, 10}, {2, 6, 8, 12}, {4, 7, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
13034,"{{1, 5, 8, 11, 12}, {2, 6, 10, 14}, {3, 9, 13}, {4, 15}, {7}}","{{1, 3, 6, 7, 9}, {2, 5, 10, 12}, {4, 11, 13}, {8, 14}, {15}}",False,,,,False,FlipSYTNotFound
13130,"{{1, 3, 9, 10, 12}, {2, 5, 13, 14}, {4, 7, 15}, {6, 8}, {11}}","{{1, 3, 5, 8, 10}, {2, 6, 7, 12}, {4, 9, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
13235,"{{1, 3, 9, 10, 12}, {2, 5, 13, 14}, {4, 6, 15}, {7, 8}, {11}}","{{1, 3, 5, 8, 9}, {2, 6, 7, 12}, {4, 10, 14}, {11, 15}, {13}}",False,,,,False,FlipSYTNotFound
13255,"{{1, 2, 7, 9, 15}, {3, 5, 8, 12}, {4, 10, 13}, {6, 14}, {11}}","{{1, 2, 5, 10, 12}, {3, 6, 11, 15}, {4, 8, 13}, {7, 9}, {14}}",False,,,,False,FlipSYTNotFound
13269,"{{1, 4, 8, 9, 12}, {2, 5, 13, 14}, {3, 7, 15}, {6, 10}, {11}}","{{1, 3, 5, 9, 10}, {2, 6, 8, 13}, {4, 7, 14}, {11, 15}, {12}}",False,,,,False,FlipSYTNotFound
13303,"{{1, 3, 7, 9, 15}, {2, 4, 8, 12}, {5, 10, 13}, {6, 14}, {11}}","{{1, 2, 5, 10, 14}, {3, 6, 11, 15}, {4, 8, 12}, {7, 9}, {13}}",False,,,,False,FlipSYTNotFound
13453,"{{1, 2, 5, 7, 15}, {3, 8, 9, 12}, {4, 10, 13}, {6, 14}, {11}}","{{1, 2, 5, 8, 10}, {3, 6, 12, 15}, {4, 7, 13}, {9, 11}, {14}}",False,,,,False,FlipSYTNotFound
13484,"{{1, 2, 4, 11, 12}, {3, 5, 10, 14}, {6, 7, 13}, {8, 15}, {9}}","{{1, 3, 6, 7, 10}, {2, 5, 8, 13}, {4, 9, 15}, {11, 14}, {12}}",False,,,,False,FlipSYTNotFound
13532,"{{1, 3, 8, 13, 15}, {2, 5, 10, 14}, {4, 7, 11}, {6, 9}, {12}}","{{1, 2, 4, 7, 10}, {3, 5, 9, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
13560,"{{1, 3, 8, 13, 15}, {2, 5, 10, 14}, {4, 6, 11}, {7, 9}, {12}}","{{1, 2, 4, 7, 9}, {3, 5, 10, 12}, {6, 11, 14}, {8, 15}, {13}}",False,,,,False,FlipSYTNotFound
13646,"{{1, 3, 6, 13, 15}, {2, 5, 10, 14}, {4, 8, 11}, {7, 9}, {12}}","{{1, 2, 4, 7, 9}, {3, 5, 8, 12}, {6, 11, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
13700,"{{1, 4, 6, 13, 15}, {2, 5, 10, 14}, {3, 8, 11}, {7, 9}, {12}}","{{1, 2, 4, 7, 9}, {3, 5, 8, 13}, {6, 11, 14}, {10, 15}, {12}}",False,,,,False,FlipSYTNotFound
13726,"{{1, 3, 9, 13, 15}, {2, 5, 10, 14}, {4, 6, 11}, {7, 8}, {12}}","{{1, 2, 4, 8, 9}, {3, 5, 10, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
13872,"{{1, 2, 4, 9, 12}, {3, 6, 8, 14}, {5, 7, 10}, {11, 13}, {15}}","{{1, 3, 5, 9, 11}, {2, 6, 8, 13}, {4, 10, 15}, {7, 14}, {12}}",False,,,,False,FlipSYTNotFound
13881,"{{1, 3, 5, 8, 12}, {2, 4, 7, 14}, {6, 9, 10}, {11, 13}, {15}}","{{1, 3, 5, 10, 14}, {2, 6, 7, 12}, {4, 9, 15}, {8, 13}, {11}}",False,,,,False,FlipSYTNotFound
13961,"{{1, 3, 8, 9, 12}, {2, 6, 13, 14}, {4, 7, 15}, {5, 10}, {11}}","{{1, 3, 5, 9, 11}, {2, 6, 8, 12}, {4, 7, 14}, {10, 15}, {13}}",False,,,,False,FlipSYTNotFound
13962,"{{1, 3, 9, 13, 15}, {2, 5, 10, 14}, {4, 7, 11}, {6, 8}, {12}}","{{1, 2, 4, 8, 10}, {3, 5, 9, 12}, {6, 11, 14}, {7, 15}, {13}}",False,,,,False,FlipSYTNotFound
14033,"{{1, 3, 4, 9, 12}, {2, 7, 13, 14}, {5, 8, 15}, {6, 10}, {11}}","{{1, 3, 5, 10, 14}, {2, 6, 8, 11}, {4, 7, 13}, {9, 15}, {12}}",False,,,,False,FlipSYTNotFound
