source_file,syt,var,lambda_column,parameter_symbol,parameter_start,parameter_end,initial_value,final_value,residual_at_parameter_end,status
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc1XM1,lambda0,h,70,0,"(-2.1003174348871233488840e+02, 0.0000000000000000e+00)","(-3.4497582325918244484390e+00, 0.0000000000000000e+00)","(8.4703294725430033906830e-22, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc1XM4,lambda0,h,70,0,"(1.6681908198587598453940e-01, 0.0000000000000000e+00)","(1.8818377205432867050580e+00, 0.0000000000000000e+00)","(6.7762635780344027125470e-21, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc1XM5,lambda0,h,70,0,"(-3.5003967324352043115300e+01, 0.0000000000000000e+00)","(-8.7253808225877097868500e-02, 0.0000000000000000e+00)","(-1.3552527156068805425090e-20, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc2XM2,lambda0,h,70,0,"(9.9999244167819219764540e-01, 0.0000000000000000e+00)","(8.6724340713490424580640e-01, 0.0000000000000000e+00)","(3.3881317890172013562730e-21, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc2XM3,lambda0,h,70,0,"(1.5870556862618043132950e-03, 0.0000000000000000e+00)","(8.8594681969772918947310e-02, 0.0000000000000000e+00)","(0.0000000000000000e+00, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc3XM1,lambda0,h,70,0,"(3.9679360890418610064030e-03, 0.0000000000000000e+00)","(4.3121977907397805605490e-01, 0.0000000000000000e+00)","(1.3552527156068805425090e-20, 0.0000000000000000e+00)",Success
"data/{3, 0}_{{1, 3, 7}, {2, 5}, {4, 6}}.csv","{{1, 3, 7}, {2, 5}, {4, 6}}",SUSYc3XM2,lambda0,h,70,0,"(1.6667548363792579463800e-01, 0.0000000000000000e+00)","(2.4441815943733840707470e-01, 0.0000000000000000e+00)","(0.0000000000000000e+00, -0.0000000000000000e+00)",Success
