"var","Initialvar","expression"
"b10","710685.06435720443909512172243512163644576224`30.728577402691165","2.2008854855858807*10^-8*b110*b22*b30 + 1.4972010106026399*10^-10*b16*b22*b30 - 2.096081414843696*10^-9*b18*b22*b30 - 7.545893093437305*10^-8*b110*b26*b30 - 1.4972010106026399*10^-10*b12*b26*b30 + 5.3899236381695035*10^-9*b18*b26*b30 + 2.6410625827030566*10^-7*b110*b28*b30 + 2.096081414843696*10^-9*b12*b28*b30 - 5.3899236381695035*10^-9*b16*b28*b30 - 2.2008854855858807*10^-8*b110*b20*b32 - 1.4972010106026399*10^-10*b16*b20*b32 + 2.096081414843696*10^-9*b18*b20*b32 + 1.4972010106026399*10^-10*b10*b26*b32 - 2.096081414843696*10^-9*b10*b28*b32 + 7.545893093437305*10^-8*b110*b20*b36 + 1.4972010106026399*10^-10*b12*b20*b36 - 5.3899236381695035*10^-9*b18*b20*b36 - 1.4972010106026399*10^-10*b10*b22*b36 + 5.3899236381695035*10^-9*b10*b28*b36 + 3.081239679820233*10^-7*b110*b22*b40 + 2.096081414843696*10^-9*b16*b22*b40 - 2.9345139807811742*10^-8*b18*b22*b40 - 1.0564250330812227*10^-6*b110*b26*b40 - 2.096081414843696*10^-9*b12*b26*b40 + 7.545893093437305*10^-8*b18*b26*b40 + 3.6974876157842795*10^-6*b110*b28*b40 + 2.9345139807811742*10^-8*b12*b28*b40 - 7.545893093437305*10^-8*b16*b28*b40 + 3.2353016638112445*10^-6*b110*b32*b40 + 2.2008854855858807*10^-8*b16*b32*b40 - 3.081239679820233*10^-7*b18*b32*b40 + 2.108059022928517*10^-7*b26*b32*b40 - 2.9512826320999237*10^-6*b28*b32*b40 - 0.000011092462847352838*b110*b36*b40 - 2.2008854855858807*10^-8*b12*b36*b40 + 7.92318774810917*10^-7*b18*b36*b40 - 2.108059022928517*10^-7*b22*b36*b40 + 7.589012482542661*10^-6*b28*b36*b40 - 3.081239679820233*10^-7*b110*b20*b42 - 2.096081414843696*10^-9*b16*b20*b42 + 2.9345139807811742*10^-8*b18*b20*b42 + 2.096081414843696*10^-9*b10*b26*b42 - 2.9345139807811742*10^-8*b10*b28*b42 - 3.2353016638112445*10^-6*b110*b30*b42 - 2.2008854855858807*10^-8*b16*b30*b42 + 3.081239679820233*10^-7*b18*b30*b42 - 2.108059022928517*10^-7*b26*b30*b42 + 2.9512826320999237*10^-6*b28*b30*b42 + 2.2008854855858807*10^-8*b10*b36*b42 + 2.108059022928517*10^-7*b20*b36*b42 - 9.73180656891716*10^-8*b110*b26*b32*b50 + 7.3362849519529355*10^-9*b18*b26*b32*b50 + 2.840190317113208*10^-7*b110*b28*b32*b50 - 7.3362849519529355*10^-9*b16*b28*b32*b50 + 9.73180656891716*10^-8*b110*b22*b36*b50 - 7.3362849519529355*10^-9*b18*b22*b36*b50 + 1.9403725097410212*10^-7*b110*b28*b36*b50 + 7.3362849519529355*10^-9*b12*b28*b36*b50 - 1.3624529196484023*10^-6*b110*b26*b42*b50 + 1.0270798932734109*10^-7*b18*b26*b42*b50 + 3.976266443958491*10^-6*b110*b28*b42*b50 - 1.0270798932734109*10^-7*b16*b28*b42*b50 - 0.000014305755656308224*b110*b36*b42*b50 + 1.0784338879370816*10^-6*b18*b36*b42*b50 + 0.000010329489212349733*b28*b36*b42*b50 + 9.73180656891716*10^-8*b110*b26*b30*b52 - 7.3362849519529355*10^-9*b18*b26*b30*b52 - 2.840190317113208*10^-7*b110*b28*b30*b52 + 7.3362849519529355*10^-9*b16*b28*b30*b52 - 9.73180656891716*10^-8*b110*b20*b36*b52 + 7.3362849519529355*10^-9*b18*b20*b36*b52 - 7.3362849519529355*10^-9*b10*b28*b36*b52 + 1.3624529196484023*10^-6*b110*b26*b40*b52 - 1.0270798932734109*10^-7*b18*b26*b40*b52 - 3.976266443958491*10^-6*b110*b28*b40*b52 + 1.0270798932734109*10^-7*b16*b28*b40*b52 + 0.000014305755656308224*b110*b36*b40*b52 - 1.0784338879370816*10^-6*b18*b36*b40*b52 - 0.000010329489212349733*b28*b36*b40*b52 + 1.0784338879370816*10^-6*b110*b22*b60 + 7.3362849519529355*10^-9*b16*b22*b60 - 1.0270798932734109*10^-7*b18*b22*b60 - 3.6974876157842795*10^-6*b110*b26*b60 - 7.3362849519529355*10^-9*b12*b26*b60 + 2.6410625827030566*10^-7*b18*b26*b60 + 0.000012941206655244978*b110*b28*b60 + 1.0270798932734109*10^-7*b12*b28*b60 - 2.6410625827030566*10^-7*b16*b28*b60 + 0.000014305755656308224*b110*b32*b60 + 9.73180656891716*10^-8*b16*b32*b60 - 1.3624529196484023*10^-6*b18*b32*b60 + 1.0029749570027085*10^-6*b26*b32*b60 - 0.000014041649398037918*b28*b32*b60 - 0.00004904830510734248*b110*b36*b60 - 9.73180656891716*10^-8*b12*b36*b60 + 3.5034503648101772*10^-6*b18*b36*b60 - 1.0029749570027085*10^-6*b22*b36*b60 + 0.000036107098452097506*b28*b36*b60 + 0.00004175079766156415*b110*b42*b60 + 2.840190317113208*10^-7*b16*b42*b60 - 3.976266443958491*10^-6*b18*b42*b60 + 3.712160185688185*10^-6*b26*b42*b60 - 0.000051970242599634594*b28*b42*b60 + 0.00001041348218904454*b36*b42*b60 + 4.768585218769408*10^-6*b110*b26*b52*b60 - 3.5947796264569386*10^-7*b18*b26*b52*b60 - 0.000013916932553854718*b110*b28*b52*b60 + 3.5947796264569386*10^-7*b16*b28*b52*b60 + 0.00006325674269796153*b110*b36*b52*b60 - 4.768585218769408*10^-6*b18*b36*b52*b60 - 0.00004914577289313271*b28*b36*b52*b60 - 1.0784338879370816*10^-6*b110*b20*b62 - 7.3362849519529355*10^-9*b16*b20*b62 + 1.0270798932734109*10^-7*b18*b20*b62 + 7.3362849519529355*10^-9*b10*b26*b62 - 1.0270798932734109*10^-7*b10*b28*b62 - 0.000014305755656308224*b110*b30*b62 - 9.73180656891716*10^-8*b16*b30*b62 + 1.3624529196484023*10^-6*b18*b30*b62 - 1.0029749570027085*10^-6*b26*b30*b62 + 0.000014041649398037918*b28*b30*b62 + 9.73180656891716*10^-8*b10*b36*b62 + 1.0029749570027085*10^-6*b20*b36*b62 - 0.00004175079766156415*b110*b40*b62 - 2.840190317113208*10^-7*b16*b40*b62 + 3.976266443958491*10^-6*b18*b40*b62 - 3.712160185688185*10^-6*b26*b40*b62 + 0.000051970242599634594*b28*b40*b62 - 0.00001041348218904454*b36*b40*b62 - 4.768585218769408*10^-6*b110*b26*b50*b62 + 3.5947796264569386*10^-7*b18*b26*b50*b62 + 0.000013916932553854718*b110*b28*b50*b62 - 3.5947796264569386*10^-7*b16*b28*b50*b62 - 0.00006325674269796153*b110*b36*b50*b62 + 4.768585218769408*10^-6*b18*b36*b50*b62 + 0.00004914577289313271*b28*b36*b50*b62 + 7.92318774810917*10^-7*b110*b22*b70 + 5.3899236381695035*10^-9*b16*b22*b70 - 7.545893093437305*10^-8*b18*b22*b70 - 2.7165215136374297*10^-6*b110*b26*b70 - 5.3899236381695035*10^-9*b12*b26*b70 + 1.9403725097410212*10^-7*b18*b26*b70 + 9.507825297731004*10^-6*b110*b28*b70 + 7.545893093437305*10^-8*b12*b28*b70 - 1.9403725097410212*10^-7*b16*b28*b70 + 0.000011092462847352838*b110*b32*b70 + 7.545893093437305*10^-8*b16*b32*b70 - 1.0564250330812227*10^-6*b18*b32*b70 + 7.92318774810917*10^-7*b26*b32*b70 - 0.000011092462847352838*b28*b32*b70 - 0.00003803130119092402*b110*b36*b70 - 7.545893093437305*10^-8*b12*b36*b70 + 2.7165215136374297*10^-6*b18*b36*b70 - 7.92318774810917*10^-7*b22*b36*b70 + 0.00002852347589319301*b28*b36*b70 + 0.000038823619965734936*b110*b42*b70 + 2.6410625827030566*10^-7*b16*b42*b70 - 3.6974876157842795*10^-6*b18*b42*b70 + 3.5034503648101772*10^-6*b26*b42*b70 - 0.00004904830510734248*b28*b42*b70 + 0.000010224685141607549*b36*b42*b70 + 3.5034503648101772*10^-6*b110*b26*b52*b70 - 2.6410625827030566*10^-7*b18*b26*b52*b70 - 0.000010224685141607549*b110*b28*b52*b70 + 2.6410625827030566*10^-7*b16*b28*b52*b70 + 0.00004904830510734248*b110*b36*b52*b70 - 3.6974876157842795*10^-6*b18*b36*b52*b70 - 0.000038823619965734936*b28*b36*b52*b70 + 0.00002852347589319301*b110*b62*b70 + 1.9403725097410212*10^-7*b16*b62*b70 - 2.7165215136374297*10^-6*b18*b62*b70 + 2.7165215136374297*10^-6*b26*b62*b70 - 0.00003803130119092402*b28*b62*b70 + 9.507825297731004*10^-6*b36*b62*b70"
"b12","2.13646365797029482003878554652008144688423067`32.572097538608965*10^6","-4.914108434346909*10^-7*b110*b20 + 1.9024810043929185*10^-10*b12*b20 - 3.995210109225129*10^-9*b16*b20 + 4.9084009913337294*10^-8*b18*b20 - 1.9024810043929185*10^-10*b10*b22 + 1.4382756393210463*10^-7*b110*b22 + 9.784188022592152*10^-10*b16*b22 - 1.3697863231629013*10^-8*b18*b22 + 3.995210109225129*10^-9*b10*b26 - 4.931230763386445*10^-7*b110*b26 - 9.784188022592152*10^-10*b12*b26 + 3.522307688133175*10^-8*b18*b26 - 4.9084009913337294*10^-8*b10*b28 + 1.7259307671852556*10^-6*b110*b28 + 1.3697863231629013*10^-8*b12*b28 - 3.522307688133175*10^-8*b16*b28 - 7.3591770211926875*10^-6*b110*b30 + 3.4244658079072533*10^-9*b12*b30 - 6.180345434270709*10^-8*b16*b30 + 7.419675917132382*10^-7*b18*b30 + 4.3947311201476414*10^-8*b22*b30 - 6.968787919091261*10^-7*b26*b30 + 8.174199883474613*10^-6*b28*b30 - 3.4244658079072533*10^-9*b10*b32 + 2.013585895049465*10^-6*b110*b32 + 1.3697863231629013*10^-8*b16*b32 - 1.9177008524280617*10^-7*b18*b32 - 4.3947311201476414*10^-8*b20*b32 + 1.4382756393210463*10^-7*b26*b32 - 2.013585895049465*10^-6*b28*b32 + 6.180345434270709*10^-8*b10*b36 - 6.9037230687410224*10^-6*b110*b36 - 1.3697863231629013*10^-8*b12*b36 + 4.931230763386445*10^-7*b18*b36 + 6.968787919091261*10^-7*b20*b36 - 1.4382756393210463*10^-7*b22*b36 + 5.177792301555767*10^-6*b28*b36 - 0.000030791084311798066*b110*b40 + 1.9976050546125643*10^-8*b12*b40 - 2.779524747418054*10^-7*b16*b40 + 3.1721968267247523*10^-6*b18*b40 + 3.473930314021469*10^-7*b22*b40 - 4.131047252938783*10^-6*b26*b40 + 0.000045328512410665674*b28*b40 + 1.6386068890836208*10^-6*b32*b40 - 1.5980840436900515*10^-8*b110*b26*b32*b40 + 7.609924017571674*10^-10*b18*b26*b32*b40 + 1.1186588305830361*10^-7*b110*b28*b32*b40 - 7.609924017571674*10^-10*b16*b28*b32*b40 - 0.00001542191869610994*b36*b40 + 1.5980840436900515*10^-8*b110*b22*b36*b40 - 7.609924017571674*10^-10*b18*b22*b36*b40 - 1.9177008524280617*10^-7*b110*b28*b36*b40 + 7.609924017571674*10^-10*b12*b28*b36*b40 - 1.9976050546125643*10^-8*b10*b42 + 7.0475506326731275*10^-6*b110*b42 + 4.794252131070154*10^-8*b16*b42 - 6.711952983498217*10^-7*b18*b42 - 3.473930314021469*10^-7*b20*b42 + 6.359722214684899*10^-7*b26*b42 - 8.903611100558858*10^-6*b28*b42 - 1.6386068890836208*10^-6*b30*b42 + 1.5980840436900515*10^-8*b110*b26*b30*b42 - 7.609924017571674*10^-10*b18*b26*b30*b42 - 1.1186588305830361*10^-7*b110*b28*b30*b42 + 7.609924017571674*10^-10*b16*b28*b30*b42 + 1.8560604678857313*10^-6*b36*b42 - 1.5980840436900515*10^-8*b110*b20*b36*b42 + 7.609924017571674*10^-10*b18*b20*b36*b42 - 7.609924017571674*10^-10*b10*b28*b36*b42 - 1.560034423602193*10^-7*b110*b22*b50 - 1.9024810043929186*10^-9*b16*b22*b50 + 1.7312577139975558*10^-8*b18*b22*b50 - 1.6380361447823028*10^-6*b110*b26*b50 + 1.9024810043929186*10^-9*b12*b26*b50 + 1.2727597919388625*10^-7*b18*b26*b50 + 4.469498623620283*10^-6*b110*b28*b50 - 1.7312577139975558*10^-8*b12*b28*b50 - 1.2727597919388625*10^-7*b16*b28*b50 - 2.4724643133090367*10^-6*b110*b32*b50 - 3.196168087380103*10^-8*b16*b32*b50 + 2.79664707645759*10^-7*b18*b32*b50 - 3.856600778905073*10^-7*b26*b32*b50 + 3.2458228415947582*10^-6*b28*b32*b50 - 0.000024063558162363893*b110*b36*b50 + 3.196168087380103*10^-8*b12*b36*b50 + 1.8777487513358106*10^-6*b18*b36*b50 + 3.856600778905073*10^-7*b22*b36*b50 + 0.00002026329799948891*b28*b36*b50 - 0.000011681994359374276*b110*b42*b50 - 1.6779882458745542*10^-7*b16*b42*b50 + 1.3703570674642192*10^-6*b18*b42*b50 - 2.7205478362818734*10^-6*b26*b42*b50 + 0.00002106541116924103*b28*b42*b50 - 0.000011689984779592727*b36*b42*b50 - 2.8841612026596643*10^-7*b110*b28*b36*b42*b50 + 1.560034423602193*10^-7*b110*b20*b52 + 1.9024810043929186*10^-9*b16*b20*b52 - 1.7312577139975558*10^-8*b18*b20*b52 - 1.9024810043929186*10^-9*b10*b26*b52 + 6.359722214684899*10^-7*b110*b26*b52 - 4.794252131070154*10^-8*b18*b26*b52 + 1.7312577139975558*10^-8*b10*b28*b52 - 1.8560604678857313*10^-6*b110*b28*b52 + 4.794252131070154*10^-8*b16*b28*b52 + 2.4724643133090367*10^-6*b110*b30*b52 + 3.196168087380103*10^-8*b16*b30*b52 - 2.79664707645759*10^-7*b18*b30*b52 + 3.856600778905073*10^-7*b26*b30*b52 - 3.2458228415947582*10^-6*b28*b30*b52 - 3.196168087380103*10^-8*b10*b36*b52 + 8.903611100558858*10^-6*b110*b36*b52 - 6.711952983498217*10^-7*b18*b36*b52 - 3.856600778905073*10^-7*b20*b36*b52 - 7.0475506326731275*10^-6*b28*b36*b52 + 0.000011681994359374276*b110*b40*b52 + 1.6779882458745542*10^-7*b16*b40*b52 - 1.3703570674642192*10^-6*b18*b40*b52 + 2.7205478362818734*10^-6*b26*b40*b52 - 0.00002106541116924103*b28*b40*b52 + 0.000011689984779592727*b36*b40*b52 + 2.8841612026596643*10^-7*b110*b28*b36*b40*b52 - 0.00004118262580589263*b110*b60 + 4.4137559301915705*10^-8*b12*b60 - 4.314826917963139*10^-7*b16*b60 + 4.451805550279429*10^-6*b18*b60 + 8.789462240295283*10^-7*b22*b60 - 7.383148281848038*10^-6*b26*b60 + 0.00007172201188080952*b28*b60 + 5.625255833788981*10^-6*b32*b60 - 1.0599537024474831*10^-7*b110*b26*b32*b60 + 5.3269468123001715*10^-9*b18*b26*b32*b60 + 7.008740020183511*10^-7*b110*b28*b32*b60 - 5.3269468123001715*10^-9*b16*b28*b32*b60 - 0.000038949874099137095*b36*b60 + 1.0599537024474831*10^-7*b110*b22*b36*b60 - 5.3269468123001715*10^-9*b18*b22*b36*b60 - 1.1310521354116527*10^-6*b110*b28*b36*b60 + 5.3269468123001715*10^-9*b12*b28*b36*b60 + 0.000011694170237802391*b42*b60 - 7.008740020183511*10^-7*b110*b26*b42*b60 + 3.72886276861012*10^-8*b18*b26*b42*b60 + 4.33080775840004*10^-6*b110*b28*b42*b60 - 3.72886276861012*10^-8*b16*b28*b42*b60 - 5.1937731419926676*10^-6*b110*b36*b42*b60 + 2.8841612026596643*10^-7*b18*b36*b42*b60 + 2.4024530123473776*10^-6*b28*b36*b42*b60 + 0.00001974851381800025*b110*b52*b60 + 3.2950970996085347*10^-7*b16*b52*b60 - 2.450395533658079*10^-6*b18*b52*b60 + 6.152623568206698*10^-6*b26*b52*b60 - 0.00004306836497744689*b28*b52*b60 + 0.00003656775045523666*b36*b52*b60 + 1.7312577139975559*10^-6*b110*b28*b36*b52*b60 - 4.4137559301915705*10^-8*b10*b62 + 5.177792301555767*10^-6*b110*b62 + 3.522307688133175*10^-8*b16*b62 - 4.931230763386445*10^-7*b18*b62 - 8.789462240295283*10^-7*b20*b62 + 4.931230763386445*10^-7*b26*b62 - 6.9037230687410224*10^-6*b28*b62 - 5.625255833788981*10^-6*b30*b62 + 1.0599537024474831*10^-7*b110*b26*b30*b62 - 5.3269468123001715*10^-9*b18*b26*b30*b62 - 7.008740020183511*10^-7*b110*b28*b30*b62 + 5.3269468123001715*10^-9*b16*b28*b30*b62 + 1.7259307671852556*10^-6*b36*b62 - 1.0599537024474831*10^-7*b110*b20*b36*b62 + 5.3269468123001715*10^-9*b18*b20*b36*b62 - 5.3269468123001715*10^-9*b10*b28*b36*b62 - 0.000011694170237802391*b40*b62 + 7.008740020183511*10^-7*b110*b26*b40*b62 - 3.72886276861012*10^-8*b18*b26*b40*b62 - 4.33080775840004*10^-6*b110*b28*b40*b62 + 3.72886276861012*10^-8*b16*b28*b40*b62 + 5.1937731419926676*10^-6*b110*b36*b40*b62 - 2.8841612026596643*10^-7*b18*b36*b40*b62 - 2.4024530123473776*10^-6*b28*b36*b40*b62 - 0.00001974851381800025*b110*b50*b62 - 3.2950970996085347*10^-7*b16*b50*b62 + 2.450395533658079*10^-6*b18*b50*b62 - 6.152623568206698*10^-6*b26*b50*b62 + 0.00004306836497744689*b28*b50*b62 - 0.00003656775045523666*b36*b50*b62 - 1.7312577139975559*10^-6*b110*b28*b36*b50*b62 - 0.000017259307671852556*b110*b70 + 2.7395726463258027*10^-8*b12*b70 - 2.113384612879905*10^-7*b16*b70 + 1.972492305354578*10^-6*b18*b70 + 5.753102557284185*10^-7*b22*b70 - 3.944984610709156*10^-6*b26*b70 + 0.00003451861534370511*b28*b70 + 4.02717179009893*10^-6*b32*b70 - 1.095829058530321*10^-7*b110*b26*b32*b70 + 5.870512813555291*10^-9*b18*b26*b32*b70 + 6.711952983498217*10^-7*b110*b28*b32*b70 - 5.870512813555291*10^-9*b16*b28*b32*b70 - 0.00002416303074059358*b36*b70 + 1.095829058530321*10^-7*b110*b22*b36*b70 - 5.870512813555291*10^-9*b18*b22*b36*b70 - 9.86246152677289*10^-7*b110*b28*b36*b70 + 5.870512813555291*10^-9*b12*b28*b36*b70 + 0.000010382980329574791*b42*b70 - 9.588504262140308*10^-7*b110*b26*b42*b70 + 5.479145292651605*10^-8*b18*b26*b42*b70 + 5.369562386798573*10^-6*b110*b28*b42*b70 - 5.479145292651605*10^-8*b16*b28*b42*b70 - 8.05434358019786*10^-6*b110*b36*b42*b70 + 4.794252131070154*10^-7*b18*b36*b42*b70 + 4.23851025138692*10^-6*b28*b36*b42*b70 + 0.000010382980329574791*b110*b52*b70 + 1.9177008524280617*10^-7*b16*b52*b70 - 1.3423905966996433*10^-6*b18*b52*b70 + 3.81583332881094*10^-6*b26*b52*b70 - 0.000025231464072660643*b28*b52*b70 + 0.000025231464072660643*b36*b52*b70 + 1.5537290579876337*10^-6*b110*b28*b36*b52*b70 + 6.9037230687410224*10^-6*b62*b70 - 1.5537290579876337*10^-6*b110*b26*b62*b70 + 9.588504262140308*10^-8*b18*b26*b62*b70 + 7.657105546480618*10^-6*b110*b28*b62*b70 - 9.588504262140308*10^-8*b16*b28*b62*b70 - 0.000017807222201117715*b110*b36*b62*b70 + 1.1310521354116527*10^-6*b18*b36*b62*b70 + 0.000011136362807314388*b28*b36*b62*b70"
