"{{-1.8660254037844386, -0.8660254037844386}, {-1.3660254037844386}}","{{-1.8660254037844386, -0.5}, {-1.1830127018922194}}","{{-1.8660254037844386, -0.28867513459481287}, {-1.0773502691896257}}","{{-1.8660254037844386, -0.13397459621556135}, {-1.}}","{{-1.8660254037844386, -5.145323133393402*^-35}, {-0.9330127018922193}}","{{-1.8660254037844386, 0.13397459621556135}, {-0.8660254037844386}}","{{-1.8660254037844386, 0.28867513459481287}, {-0.7886751345948129}}","{{-1.8660254037844386, 0.5}, {-0.6830127018922193}}","{{-1.8660254037844386, 0.8660254037844386}, {-0.5}}","{{-1.8660254037844386, 1.8660254037844386}, {-1.7394729467703067*^-29}}","{{-0.8660254037844386, -0.5}, {-0.6830127018922193}}","{{-0.8660254037844386, -0.28867513459481287}, {-0.5773502691896257}}","{{-0.8660254037844386, -0.13397459621556135}, {-0.5}}","{{-0.8660254037844386, -7.363748690893282*^-28}, {-0.4330127018922193}}","{{-0.8660254037844386, 0.13397459621556135}, {-0.36602540378443865}}","{{-0.8660254037844386, 0.28867513459481287}, {-0.28867513459481287}}","{{-0.8660254037844386, 0.5}, {-0.18301270189221933}}","{{-0.8660254037844386, 0.8660254037844386}, {0.}}","{{-0.8660254037844386, 1.8660254037844386}, {0.5}}","{{-0.5, -0.28867513459481287}, {-0.39433756729740643}}","{{-0.5, -0.13397459621556135}, {-0.3169872981077807}}","{{-0.5, -4.921424600963004*^-33}, {-0.25}}","{{-0.5, 0.13397459621556135}, {-0.18301270189221933}}","{{-0.5, 0.28867513459481287}, {-0.10566243270259355}}","{{-0.5, 0.5}, {1.0329310343463715*^-33}}","{{-0.5, 0.8660254037844386}, {0.18301270189221933}}","{{-0.5, 1.8660254037844386}, {0.6830127018922193}}","{{-0.28867513459481287, -0.13397459621556135}, {-0.2113248654051871}}","{{-0.28867513459481287, 2.951941957913931*^-34}, {-0.14433756729740643}}","{{-0.28867513459481287, 0.13397459621556135}, {-0.07735026918962576}}","{{-0.28867513459481287, 0.28867513459481287}, {4.5273078327161005*^-28}}","{{-0.28867513459481287, 0.5}, {0.10566243270259355}}","{{-0.28867513459481287, 0.8660254037844386}, {0.28867513459481287}}","{{-0.28867513459481287, 1.8660254037844386}, {0.7886751345948129}}","{{-0.13397459621556135, -1.5069991320077862*^-26}, {-0.06698729810778067}}","{{-0.13397459621556135, 0.13397459621556135}, {5.161215586151294*^-33}}","{{-0.13397459621556135, 0.28867513459481287}, {0.07735026918962576}}","{{-0.13397459621556135, 0.5}, {0.18301270189221933}}","{{-0.13397459621556135, 0.8660254037844386}, {0.36602540378443865}}","{{-0.13397459621556135, 1.8660254037844386}, {0.8660254037844386}}","{{0., 0.13397459621556135}, {0.06698729810778067}}","{{-3.257074458960234*^-32, 0.28867513459481287}, {0.14433756729740643}}","{{0., 0.5}, {0.25}}","{{-1.2861932290677685*^-38, 0.8660254037844386}, {0.4330127018922193}}","{{-2.8913119540492944*^-37, 1.8660254037844386}, {0.9330127018922193}}","{{0.13397459621556135, 0.28867513459481287}, {0.2113248654051871}}","{{0.13397459621556135, 0.5}, {0.3169872981077807}}","{{0.13397459621556135, 0.8660254037844386}, {0.5}}","{{0.13397459621556135, 1.8660254037844386}, {1.}}","{{0.28867513459481287, 0.5}, {0.39433756729740643}}","{{0.28867513459481287, 0.8660254037844386}, {0.5773502691896257}}","{{0.28867513459481287, 1.8660254037844386}, {1.0773502691896257}}","{{0.5, 0.8660254037844386}, {0.6830127018922193}}","{{0.5, 1.8660254037844386}, {1.1830127018922194}}","{{0.8660254037844386, 1.8660254037844386}, {1.3660254037844386}}"
"{{-1.8640762870603316 + 0.*I, -0.866548414295457 + 0.*I}, {-1.3653123506778944 + 0.*I}}","{{-1.8636944512227311 + 0.*I, -0.5003127506000515 + 0.*I}, {-1.1820036009113912 + 0.*I}}","{{-1.8635280806845689 + 0.*I, -0.28889850856475696 + 0.*I}, {-1.0762132946246628 + 0.*I}}","{{-1.8634250618098296 + 0.*I, -0.13416155289721707 + 0.*I}, {-0.9987933073535228 + 0.*I}}","{{-1.863346385147434 + 0.*I, -0.00017970093114510032 + 0.*I}, {-0.9317630430392897 + 0.*I}}","{{-1.8632760330582714 + 0.*I, 0.13377694808212065 + 0.*I}, {-0.8647495424880751 + 0.*I}}","{{-1.8632036503670717 + 0.*I, 0.28842280481314625 + 0.*I}, {-0.7873904227769628 + 0.*I}}","{{-1.8631175986787856 + 0.*I, 0.49961001290992724 + 0.*I}, {-0.6817537928844293 + 0.*I}}","{{-1.8629959355354546 + 0.*I, 0.8652130007506881 + 0.*I}, {-0.4988914673923832 + 0.*I}}","{{-1.862774951423462 + 0.*I, 1.8627749514234613 + 0.*I}, {0. + 0.*I}}","{{-0.8657917375753141 + 0.*I, -0.5001168704088917 + 0.*I}, {-0.6829543039921026 + 0.*I}}","{{-0.8656766758362219 + 0.*I, -0.28879142407124025 + 0.*I}, {-0.5772340499537311 + 0.*I}}","{{-0.8656045127634575 + 0.*I, -0.13408742111172045 + 0.*I}, {-0.4998459669375889 + 0.*I}}","{{-0.8655500097880585 + 0.*I, -0.00011889744956473256 + 0.*I}, {-0.43283445361881157 + 0.*I}}","{{-0.8655022633110896 + 0.*I, 0.1338343674454317 + 0.*I}, {-0.3658339479328287 + 0.*I}}","{{-0.8654545224309077 + 0.*I, 0.2884847780690764 + 0.*I}, {-0.2884848721809157 + 0.*I}}","{{-0.8654000396034948 + 0.*I, 0.49968724632046824 + 0.*I}, {-0.18285639664151318 + 0.*I}}","{{-0.8653279262426092 + 0.*I, 0.8653279262426098 + 0.*I}, {0. + 0.*I}}","{{-0.865213000750688 + 0.*I, 1.862995935535454 + 0.*I}, {0.49889146739238327 + 0.*I}}","{{-0.49993062145796946 + 0.*I, -0.2887213920183136 + 0.*I}, {-0.39432600673814155 + 0.*I}}","{{-0.49988310664222424 + 0.*I, -0.134037248463187 + 0.*I}, {-0.3169601775527055 + 0.*I}}","{{-0.4998455364527693 + 0.*I, -0.00007724370495096569 + 0.*I}, {-0.24996139007885998 + 0.*I}}","{{-0.49981176187845505 + 0.*I, 0.13387370580757227 + 0.*I}, {-0.1829690280354405 + 0.*I}}","{{-0.4997775266217474 + 0.*I, 0.2885268050621355 + 0.*I}, {-0.10562536077980599 + 0.*I}}","{{-0.49973835631894126 + 0.*I, 0.4997383563189411 + 0.*I}, {0. + 0.*I}}","{{-0.4996872463204679 + 0.*I, 0.8654000396034943 + 0.*I}, {0.18285639664151337 + 0.*I}}","{{-0.4996100129099271 + 0.*I, 1.863117598678785 + 0.*I}, {0.6817537928844298 + 0.*I}}","{{-0.2886410414263581 + 0.*I, -0.13400200311118243 + 0.*I}, {-0.21132152226877035 + 0.*I}}","{{-0.2886127081800833 + 0.*I, -0.00004682234239686748 + 0.*I}, {-0.14432976526124 + 0.*I}}","{{-0.2885863098026445 + 0.*I, 0.13390319167801196 + 0.*I}, {-0.07734155906231614 + 0.*I}}","{{-0.2885588297980743 + 0.*I, 0.2885588297980738 + 0.*I}, {0. + 0.*I}}","{{-0.2885268050621356 + 0.*I, 0.4997775266217478 + 0.*I}, {0.10562536077980618 + 0.*I}}","{{-0.28848477806907646 + 0.*I, 0.8654545224309073 + 0.*I}, {0.28848487218091573 + 0.*I}}","{{-0.2884228048131462 + 0.*I, 1.863203650367074 + 0.*I}, {0.7873904227769638 + 0.*I}}","{{-0.13395081397471928 + 0.*I, -0.000022189396641955836 + 0.*I}, {-0.06698650168568061 + 0.*I}}","{{-0.13392784693531365 + 0.*I, 0.13392784693531373 + 0.*I}, {0. + 0.*I}}","{{-0.13390319167801204 + 0.*I, 0.2885863098026443 + 0.*I}, {0.07734155906231617 + 0.*I}}","{{-0.13387370580757227 + 0.*I, 0.49981176187845755 + 0.*I}, {0.18296902803544263 + 0.*I}}","{{-0.13383436744543165 + 0.*I, 0.86550226331109 + 0.*I}, {0.36583394793282936 + 0.*I}}","{{-0.13377694808212068 + 0.*I, 1.863276033058272 + 0.*I}, {0.864749542488076 + 0.*I}}","{{0.00002218939664205729 + 0.*I, 0.1339508139747192 + 0.*I}, {0.06698650168568056 + 0.*I}}","{{0.000046822342396984226 + 0.*I, 0.28861270818008344 + 0.*I}, {0.1443297652612403 + 0.*I}}","{{0.00007724370495109645 + 0.*I, 0.49984553645276886 + 0.*I}, {0.24996139007885976 + 0.*I}}","{{0.00011889744956473186 + 0.*I, 0.8655500097880581 + 0.*I}, {0.43283445361881134 + 0.*I}}","{{0.00017970093114516255 + 0.*I, 1.8633463851474352 + 0.*I}, {0.9317630430392906 + 0.*I}}","{{0.13400200311118235 + 0.*I, 0.288641041426358 + 0.*I}, {0.2113215222687703 + 0.*I}}","{{0.1340372484631871 + 0.*I, 0.49988310664222396 + 0.*I}, {0.31696017755270567 + 0.*I}}","{{0.13408742111172056 + 0.*I, 0.8656045127634575 + 0.*I}, {0.49984596693758904 + 0.*I}}","{{0.13416155289721718 + 0.*I, 1.8634250618098323 + 0.*I}, {0.9987933073535248 + 0.*I}}","{{0.2887213920183135 + 0.*I, 0.4999306214579694 + 0.*I}, {0.3943260067381415 + 0.*I}}","{{0.2887914240712404 + 0.*I, 0.8656766758362219 + 0.*I}, {0.5772340499537311 + 0.*I}}","{{0.288898508564757 + 0.*I, 1.8635280806845707 + 0.*I}, {1.076213294624664 + 0.*I}}","{{0.5001168704088927 + 0.*I, 0.8657917375753142 + 0.*I}, {0.6829543039921036 + 0.*I}}","{{0.5003127506000515 + 0.*I, 1.863694451222734 + 0.*I}, {1.1820036009113928 + 0.*I}}","{{0.8665484142954576 + 0.*I, 1.8640762870603313 + 0.*I}, {1.3653123506778946 + 0.*I}}"
