"{{-1.6510878576218129 - 0.6194166155140178*I, -1.6510878576218129 + 0.6194166155140178*I}, {}}","{{-1.0184603505077514 - 0.4808314309104383*I, -1.0184603505077514 + 0.4808314309104383*I}, {}}","{{-0.5769305703098222 - 0.5002420785120775*I, -0.5769305703098222 + 0.5002420785120775*I}, {}}","{{-0.26794952964718133 - 0.49999990964310753*I, -0.26794952964718133 + 0.49999990964310753*I}, {}}","{{-5.561312534525599*^-38 - 0.5*I, -5.561312534525599*^-38 + 0.5*I}, {}}","{{0.26794952964718133 - 0.49999990964310753*I, 0.26794952964718133 + 0.49999990964310753*I}, {}}","{{0.5769305703098222 - 0.5002420785120775*I, 0.5769305703098222 + 0.5002420785120775*I}, {}}","{{1.0184603505077514 - 0.4808314309104383*I, 1.0184603505077514 + 0.4808314309104383*I}, {}}","{{1.6510878576218129 - 0.6194166155140178*I, 1.6510878576218129 + 0.6194166155140178*I}, {}}","{{-1.4449997629797735, -0.5769448169580609}, {}}","{{-1.5063576352803474, -0.3292183326972636}, {}}","{{-1.5388417685876268, -0.16245984811645317}, {}}","{{-1.5617064057518777, -0.02404403589757236}, {}}","{{-1.5810490843564131, 0.11039572314219334}, {}}","{{-1.6000809227326738, 0.26191393646422517}, {}}","{{-1.6218015182170789, 0.4640681811350931}, {}}","{{-1.6512839711504521, 0.8049726473325096}, {}}","{{-1.702843619444625, 1.702843619444625}, {}}","{{-0.6881909602355868, -0.36327126400268045}, {}}","{{-0.7090278224426931, -0.18387644015227958}, {}}","{{-0.7237559965997631, -0.040565366870240385}, {}}","{{-0.7360621562567806, 0.09548959777704773}, {}}","{{-0.7479203249834772, 0.24642588307230243}, {}}","{{-0.7610460591792271, 0.4454128090441888}, {}}","{{-0.7780151864877208, 0.7780151864877208}, {}}","{{-0.8049726473325096, 1.6512839711504521}, {}}","{{-0.39685250891229484, -0.19756832544718503}, {}}","{{-0.40677870695287993, -0.0514024493144413}, {}}","{{-0.41536658375617036, 0.08562408262485188}, {}}","{{-0.42381212348478836, 0.2361932593092894}, {}}","{{-0.43325246627153147, 0.43325246627153147}, {}}","{{-0.4454128090441888, 0.7610460591792271}, {}}","{{-0.4640681811350931, 1.6218015182170789}, {}}","{{-0.21467167951994, -0.05930327105788041}, {}}","{{-0.22146708985545926, 0.07821020495638802}, {}}","{{-0.22834234895177763, 0.22834234895177763}, {}}","{{-0.2361932593092894, 0.42381212348478836}, {}}","{{-0.24642588307230243, 0.7479203249834772}, {}}","{{-0.26191393646422517, 1.6000809227326738}, {}}","{{-0.07188914699748666, 0.07188914699748666}, {}}","{{-0.07821020495638802, 0.22146708985545926}, {}}","{{-0.08562408262485188, 0.41536658375617036}, {}}","{{-0.09548959777704773, 0.7360621562567806}, {}}","{{-0.11039572314219334, 1.5810490843564131}, {}}","{{0.05930327105788041, 0.21467167951994}, {}}","{{0.0514024493144413, 0.40677870695287993}, {}}","{{0.040565366870240385, 0.7237559965997631}, {}}","{{0.02404403589757236, 1.5617064057518777}, {}}","{{0.19756832544718503, 0.39685250891229484}, {}}","{{0.18387644015227958, 0.7090278224426931}, {}}","{{0.16245984811645317, 1.5388417685876268}, {}}","{{0.36327126400268045, 0.6881909602355868}, {}}","{{0.3292183326972636, 1.5063576352803474}, {}}","{{0.5769448169580609, 1.4449997629797735}, {}}"
"{{-1.7320508075688772 + 0.5*I, -1.7320508075688772 - 0.5*I}}","{{-1. + 0.5*I, -1. - 0.5*I}}","{{-0.5773502691896258 + 0.5*I, -0.5773502691896258 - 0.5*I}}","{{-0.2679491924311228 + 0.5*I, -0.2679491924311228 - 0.5*I}}","{{0. + 0.5*I, 0. - 0.5*I}}","{{0.2679491924311228 + 0.5*I, 0.2679491924311228 - 0.5*I}}","{{0.5773502691896258 + 0.5*I, 0.5773502691896258 - 0.5*I}}","{{1. + 0.5*I, 1. - 0.5*I}}","{{1.7320508075688772 + 0.5*I, 1.7320508075688772 - 0.5*I}}","{{-1.4434609286371298 + 0.*I, -0.5773289568474259 + 0.*I}}","{{-1.5045398747062746 + 0.*I, -0.32947728159381096 + 0.*I}}","{{-1.536871679257401 + 0.*I, -0.16266810259708683 + 0.*I}}","{{-1.5596244282780078 + 0.*I, -0.02423829157896638 + 0.*I}}","{{-1.5788683868547375 + 0.*I, 0.11018754943020792 + 0.*I}}","{{-1.5977986877394423 + 0.*I, 0.26165491811857666 + 0.*I}}","{{-1.6193971378578436 + 0.*I, 0.46367933053315424 + 0.*I}}","{{-1.6487011925312451 + 0.*I, 0.8041929382148544 + 0.*I}}","{{-1.6999053972279516 + 0.*I, 1.6999053972279539 + 0.*I}}","{{-0.6880092747835438 + 0.*I, -0.3633671945464005 + 0.*I}}","{{-0.7087474078985451 + 0.*I, -0.18398220463099837 + 0.*I}}","{{-0.7234063195852738 + 0.*I, -0.04067912039781042 + 0.*I}}","{{-0.7356540373235624 + 0.*I, 0.09535599375128936 + 0.*I}}","{{-0.7474547115321438 + 0.*I, 0.24624708082457433 + 0.*I}}","{{-0.7605146630813862 + 0.*I, 0.44512539367257087 + 0.*I}}","{{-0.7773939720741335 + 0.*I, 0.7773939720741333 + 0.*I}}","{{-0.8041929382148543 + 0.*I, 1.648701192531247 + 0.*I}}","{{-0.3967923885469535 + 0.*I, -0.1976109724486484 + 0.*I}}","{{-0.4066738112857196 + 0.*I, -0.05146624262916457 + 0.*I}}","{{-0.41522280517078547 + 0.*I, 0.08553650786985577 + 0.*I}}","{{-0.4236295421970132 + 0.*I, 0.2360632935027312 + 0.*I}}","{{-0.4330253108334693 + 0.*I, 0.43302531083346957 + 0.*I}}","{{-0.44512539367257054 + 0.*I, 0.7605146630813868 + 0.*I}}","{{-0.4636793305331543 + 0.*I, 1.6193971378578451 + 0.*I}}","{{-0.21463828012531402 + 0.*I, -0.05933186961081589 + 0.*I}}","{{-0.22140368346096997 + 0.*I, 0.07815589943939419 + 0.*I}}","{{-0.2282482541733868 + 0.*I, 0.22824825417338676 + 0.*I}}","{{-0.236063293502732 + 0.*I, 0.4236295421970147 + 0.*I}}","{{-0.24624708082457444 + 0.*I, 0.747454711532144 + 0.*I}}","{{-0.26165491811857644 + 0.*I, 1.597798687739443 + 0.*I}}","{{-0.07186265652831701 + 0.*I, 0.07186265652831697 + 0.*I}}","{{-0.07815589943939424 + 0.*I, 0.22140368346097003 + 0.*I}}","{{-0.08553650786985571 + 0.*I, 0.4152228051707843 + 0.*I}}","{{-0.09535599375128946 + 0.*I, 0.7356540373235623 + 0.*I}}","{{-0.11018754943020793 + 0.*I, 1.5788683868547404 + 0.*I}}","{{0.05933186961081597 + 0.*I, 0.21463828012531405 + 0.*I}}","{{0.051466242629164584 + 0.*I, 0.40667381128571933 + 0.*I}}","{{0.04067912039781054 + 0.*I, 0.7234063195852738 + 0.*I}}","{{0.024238291578966543 + 0.*I, 1.5596244282780054 + 0.*I}}","{{0.19761097244864836 + 0.*I, 0.39679238854695353 + 0.*I}}","{{0.18398220463099843 + 0.*I, 0.7087474078985452 + 0.*I}}","{{0.16266810259708686 + 0.*I, 1.5368716792574002 + 0.*I}}","{{0.3633671945464003 + 0.*I, 0.6880092747835446 + 0.*I}}","{{0.32947728159381096 + 0.*I, 1.504539874706272 + 0.*I}}","{{0.5773289568474259 + 0.*I, 1.4434609286371292 + 0.*I}}"
