"{{-0.8660254037844386, -0.5808884158560133 - 0.4979404900064825*I, -0.5808884158560133 + 0.4979404900064825*I}, {-0.7745178878080177}}","{{-1.0292697256784202, -0.05957935708725683 - 0.5000000001391285*I, -0.05957935708725683 + 0.5000000001391285*I}, {-0.7060396027429605}}","{{-1.077826574017702, 0.3667261674396459 - 0.4998131609408638*I, 0.3667261674396459 + 0.4998131609408638*I}, {-0.5963736473187299}}","{{-1.10978589449955, 0.900635139551033 - 0.5347805372473166*I, 0.900635139551033 + 0.5347805372473166*I}, {-0.43063404323168164}}","{{-0.8053406743613089 - 0.5160764482905076*I, -0.8053406743613089 + 0.5160764482905076*I, -0.26536356997085003}, {-0.46117679299458514}}","{{-0.374852750877687, -0.14304902519040838 - 0.5000000680086275*I, -0.14304902519040838 + 0.5000000680086275*I}, {-0.2975846956206888}}","{{-0.4323700492752914, 0.331956501307972 - 0.4999187280615801*I, 0.331956501307972 + 0.4999187280615801*I}, {-0.17764768826532268}}","{{-0.45675665033565527, 0.8780581592054192 - 0.5302185174528595*I, 0.8780581592054192 + 0.5302185174528595*I}, {0.}}","{{-0.840466349861845 - 0.5226816173163196*I, -0.840466349861845 + 0.5226816173163196*I, -0.035313164037907296}, {-0.3185111375226109}}","{{-0.23951234367706406 - 0.49999735856445254*I, -0.23951234367706406 + 0.49999735856445254*I, -0.07947211659845793}, {-0.13281060720671714}}","{{-0.14754349091511385, 0.2951796725692337 - 0.4999726388293763*I, 0.2951796725692337 + 0.4999726388293763*I}, {-1.9212274842137844*^-38}}","{{-0.17450746425946784, 0.8604135993147853 - 0.5266501976180084*I, 0.8604135993147853 + 0.5266501976180084*I}, {0.1839482799423524}}","{{-0.8604135993147853 - 0.5266501976180084*I, -0.8604135993147853 + 0.5266501976180084*I, 0.17450746425946784}, {-0.1839482799423524}}","{{-0.2951796725692337 - 0.4999726388293763*I, -0.2951796725692337 + 0.4999726388293763*I, 0.14754349091511385}, {0.}}","{{0.07947211659845793, 0.23951234367706406 - 0.49999735856445254*I, 0.23951234367706406 + 0.49999735856445254*I}, {0.13281060720671714}}","{{0.035313164037907296, 0.840466349861845 - 0.5226816173163196*I, 0.840466349861845 + 0.5226816173163196*I}, {0.3185111375226109}}","{{-0.8780581592054192 - 0.5302185174528595*I, -0.8780581592054192 + 0.5302185174528595*I, 0.45675665033565527}, {0.}}","{{-0.331956501307972 - 0.4999187280615801*I, -0.331956501307972 + 0.4999187280615801*I, 0.4323700492752914}, {0.17764768826532268}}","{{0.14304902519040838 - 0.5000000680086275*I, 0.14304902519040838 + 0.5000000680086275*I, 0.374852750877687}, {0.2975846956206888}}","{{0.26536356997085003, 0.8053406743613089 - 0.5160764482905076*I, 0.8053406743613089 + 0.5160764482905076*I}, {0.46117679299458514}}","{{-0.900635139551033 - 0.5347805372473166*I, -0.900635139551033 + 0.5347805372473166*I, 1.10978589449955}, {0.43063404323168164}}","{{-0.3667261674396459 - 0.4998131609408638*I, -0.3667261674396459 + 0.4998131609408638*I, 1.077826574017702}, {0.5963736473187299}}","{{0.05957935708725683 - 0.5000000001391285*I, 0.05957935708725683 + 0.5000000001391285*I, 1.0292697256784202}, {0.7060396027429605}}","{{0.5808884158560133 - 0.4979404900064825*I, 0.5808884158560133 + 0.4979404900064825*I, 0.8660254037844386}, {0.7745178878080177}}","{{-1.0219385886725072, -0.3821370375946424, -0.0988321697071436}, {-0.8983029575551288}}","{{-0.7682436432573286, -0.27166810649204054, -0.039707892637703995}, {-1.564111384042151*^-39}}","{{-1.0382606982861682, -0.39873669444120197, 0.11412173719507497}, {-0.8819171036881969}}","{{-0.7853831187273552, -0.2740912019875189, 0.1697139346455959}, {0.10275939286092663}}","{{-1.0559677768312425, -0.4158298866149773, 0.3755663824945539}, {-0.8701311760987737}}","{{-0.8018425019136485, -0.2765509815312305, 0.45021614636128465}, {0.254394652150234}}","{{-1.0849617734225345, -0.4403027969611685, 0.9256925442755278}, {-0.8591608151335065}}","{{-0.8235777964619008, -0.28010084332576063, 1.0969156782857419}, {0.6380510270540968}}","{{-1.0508809736904288, -0.12701589801405744, 0.09998931555327037}, {-0.814492373350714}}","{{-0.819648964110866, -0.043278828557568226, 0.16791064291377103}, {0.18483595717887877}}","{{-1.064998030194236, -0.14122554684759275, 0.3582693914624972}, {-0.7897422783434384}}","{{-0.8397145397041763, -0.044909754822416506, 0.44801395201416444}, {0.3278043631835054}}","{{-1.0894356842481172, -0.16234694069759772, 0.8959436185268599}, {-0.7607104083037607}}","{{-0.8660254037844386, -0.047412521941544085, 1.0929452071047285}, {0.6970217901087896}}","{{-1.0722113988173159, 0.07179689752970085, 0.3414309237854651}, {-0.7403360807456368}}","{{-0.8660254037844386, 0.1649180453148215, 0.4461977605394142}, {0.4074105372361571}}","{{-1.0929452071047285, 0.047412521941544085, 0.8660254037844386}, {-0.6970217901087896}}","{{-0.8959436185268599, 0.16234694069759772, 1.0894356842481172}, {0.7607104083037607}}","{{-1.0969156782857419, 0.28010084332576063, 0.8235777964619008}, {-0.6380510270540968}}","{{-0.9256925442755278, 0.4403027969611685, 1.0849617734225345}, {0.8591608151335065}}","{{-0.4188269837795922, -0.13553774342724484, 0.08922880728837593}, {-0.4789874725046738}}","{{-0.3208303483836831, -0.061683072506188916, 0.15496253507128285}, {0.24391276786258215}}","{{-0.42923890150467037, -0.14704235681769623, 0.34406673242584584}, {-0.4439824546995004}}","{{-0.32998936226716874, -0.06600946751286797, 0.4337952770809594}, {0.37796447300922725}}","{{-0.4461977605394142, -0.1649180453148215, 0.8660254037844386}, {-0.4074105372361571}}","{{-0.3414309237854651, -0.07179689752970085, 1.0722113988173159}, {0.7403360807456368}}","{{-0.4337952770809594, 0.06600946751286797, 0.32998936226716874}, {-0.37796447300922725}}","{{-0.34406673242584584, 0.14704235681769623, 0.42923890150467037}, {0.4439824546995004}}","{{-0.44801395201416444, 0.044909754822416506, 0.8397145397041763}, {-0.3278043631835054}}","{{-0.3582693914624972, 0.14122554684759275, 1.064998030194236}, {0.7897422783434384}}","{{-0.45021614636128465, 0.2765509815312305, 0.8018425019136485}, {-0.254394652150234}}","{{-0.3755663824945539, 0.4158298866149773, 1.0559677768312425}, {0.8701311760987737}}","{{-0.15496253507128285, 0.061683072506188916, 0.3208303483836831}, {-0.24391276786258215}}","{{-0.08922880728837593, 0.13553774342724484, 0.4188269837795922}, {0.4789874725046738}}","{{-0.16791064291377103, 0.043278828557568226, 0.819648964110866}, {-0.18483595717887877}}","{{-0.09998931555327037, 0.12701589801405744, 1.0508809736904288}, {0.814492373350714}}","{{-0.1697139346455959, 0.2740912019875189, 0.7853831187273552}, {-0.10275939286092663}}","{{-0.11412173719507497, 0.39873669444120197, 1.0382606982861682}, {0.8819171036881969}}","{{0.039707892637703995, 0.27166810649204054, 0.7682436432573286}, {0.}}","{{0.0988321697071436, 0.3821370375946424, 1.0219385886725072}, {0.8983029575551288}}"
"{{-0.8641370780790432 + 0.*I, -0.5786119039255763 + 0.5*I, -0.5786119039255763 - 0.5*I}, {-0.7689620200278875 + 0.*I}}","{{-1.0265817797232382 + 0.*I, -0.06061165380214094 + 0.5*I, -0.06061165380214094 - 0.5*I}, {-0.7045917377495389 + 0.*I}}","{{-1.0746255537677376 + 0.*I, 0.3649283808412635 + 0.5*I, 0.3649283808412635 - 0.5*I}, {-0.5947742422314038 + 0.*I}}","{{-1.1084137674460894 + 0.*I, 0.9397228417490614 + 0.5*I, 0.9397228417490614 - 0.5*I}, {-0.42570156438103945 + 0.*I}}","{{-0.26232453848838344 + 0.*I, -0.8336504234226275 + 0.5*I, -0.8336504234226275 - 0.5*I}, {-0.45276650013313147 + 0.*I}}","{{-0.3744893432877243 + 0.*I, -0.14352451253483153 + 0.5*I, -0.14352451253483153 - 0.5*I}, {-0.2975010663700933 + 0.*I}}","{{-0.43159793919498146 + 0.*I, 0.3307304797234121 + 0.5*I, 0.3307304797234121 - 0.5*I}, {-0.17748846622218356 + 0.*I}}","{{-0.45720713509212735 + 0.*I, 0.914414270184255 + 0.5*I, 0.914414270184255 - 0.5*I}, {0. + 0.*I}}","{{-0.03404574522941263 + 0.*I, -0.8724987680042741 + 0.5*I, -0.8724987680042741 - 0.5*I}, {-0.31353008615436634 + 0.*I}}","{{-0.07964071548978327 + 0.*I, -0.23915360654855386 + 0.5*I, -0.23915360654855386 - 0.5*I}, {-0.13281167917604028 + 0.*I}}","{{-0.14717558651102733 + 0.*I, 0.29435117302205593 + 0.5*I, 0.29435117302205593 - 0.5*I}, {0. + 0.*I}}","{{-0.17528318875711363 + 0.*I, 0.8946985301817113 + 0.5*I, 0.8946985301817113 - 0.5*I}, {0.18137738422249464 + 0.*I}}","{{0.17528318875711382 + 0.*I, -0.894698530181711 + 0.5*I, -0.894698530181711 - 0.5*I}, {-0.18137738422249436 + 0.*I}}","{{0.1471755865110279 + 0.*I, -0.2943511730220527 + 0.5*I, -0.2943511730220527 - 0.5*I}, {0. + 0.*I}}","{{0.0796407154897819 + 0.*I, 0.23915360654855383 + 0.5*I, 0.23915360654855383 - 0.5*I}, {0.13281167917603912 + 0.*I}}","{{0.03404574522941271 + 0.*I, 0.8724987680042747 + 0.5*I, 0.8724987680042747 - 0.5*I}, {0.31353008615436667 + 0.*I}}","{{0.45720713509212746 + 0.*I, -0.9144142701842554 + 0.5*I, -0.9144142701842554 - 0.5*I}, {0. + 0.*I}}","{{0.4315979391949818 + 0.*I, -0.3307304797234123 + 0.5*I, -0.3307304797234123 - 0.5*I}, {0.17748846622218362 + 0.*I}}","{{0.37448934328772454 + 0.*I, 0.14352451253483123 + 0.5*I, 0.14352451253483123 - 0.5*I}, {0.2975010663700935 + 0.*I}}","{{0.2623245384883834 + 0.*I, 0.8336504234226269 + 0.5*I, 0.8336504234226269 - 0.5*I}, {0.4527665001331313 + 0.*I}}","{{1.10841376744609 + 0.*I, -0.9397228417490615 + 0.5*I, -0.9397228417490615 - 0.5*I}, {0.42570156438103945 + 0.*I}}","{{1.074625553767739 + 0.*I, -0.3649283808412634 + 0.5*I, -0.3649283808412634 - 0.5*I}, {0.5947742422314048 + 0.*I}}","{{1.026581779723239 + 0.*I, 0.060611653802140966 + 0.5*I, 0.060611653802140966 - 0.5*I}, {0.7045917377495399 + 0.*I}}","{{0.8641370780790429 + 0.*I, 0.5786119039255767 + 0.5*I, 0.5786119039255767 - 0.5*I}, {0.7689620200278875 + 0.*I}}","{{-1.0199522820727929 + 0.*I, -0.38227680299903916 + 0.*I, -0.09913980407976267 + 0.*I}, {-0.8972974482315685 + 0.*I}}","{{-0.7670590964333432 + 0.*I, -0.27180327612740635 + 0.*I, -0.03995796334770192 + 0.*I}, {0. + 0.*I}}","{{-1.036105574654055 + 0.*I, -0.39878054636816046 + 0.*I, 0.11372243745684321 + 0.*I}, {-0.8807757890435814 + 0.*I}}","{{-0.7840172226793144 + 0.*I, -0.27417936816622523 + 0.*I, 0.16934974833012123 + 0.*I}, {0.10271377152895532 + 0.*I}}","{{-1.0536329005177985 + 0.*I, -0.415766437008619 + 0.*I, 0.3748381387213524 + 0.*I}, {-0.8688631425903406 + 0.*I}}","{{-0.8002821569929843 + 0.*I, -0.2765838073431922 + 0.*I, 0.4494700658219933 + 0.*I}, {0.2541470957937252 + 0.*I}}","{{-1.0823028860796384 + 0.*I, -0.44005959367988323 + 0.*I, 0.9230254247797186 + 0.*I}, {-0.857714292436091 + 0.*I}}","{{-0.8217086721163569 + 0.*I, -0.28004506841719806 + 0.*I, 1.0937455228370667 + 0.*I}, {0.6363256741185612 + 0.*I}}","{{-1.0484543170161784 + 0.*I, -0.12716845103166846 + 0.*I, 0.09967165009149091 + 0.*I}, {-0.8131597121654569 + 0.*I}}","{{-0.8179910052598443 + 0.*I, -0.04344411521061593 + 0.*I, 0.16759217031785706 + 0.*I}, {0.1847741274602647 + 0.*I}}","{{-1.0623973683261825 + 0.*I, -0.14129317364858013 + 0.*I, 0.35765225645896537 + 0.*I}, {-0.7883021178687866 + 0.*I}}","{{-0.8378456956570897 + 0.*I, -0.0450218099335677 + 0.*I, 0.4473314656994107 + 0.*I}, {0.3275593140592864 + 0.*I}}","{{-1.0865263214105714 + 0.*I, -0.1622676709424937 + 0.*I, 0.893510452841651 + 0.*I}, {-0.759150837741801 + 0.*I}}","{{-0.8638203197218891 + 0.*I, -0.04743579804375805 + 0.*I, 1.0898941568149694 + 0.*I}, {0.6953745787165339 + 0.*I}}","{{-1.0694510517687135 + 0.*I, 0.07164777309795209 + 0.*I, 0.34092093220539466 + 0.*I}, {-0.7387771864699774 + 0.*I}}","{{-0.8639424476468707 + 0.*I, 0.16471590519532325 + 0.*I, 0.4455885289566978 + 0.*I}, {0.4071573170921353 + 0.*I}}","{{-1.0898941568149683 + 0.*I, 0.04743579804375816 + 0.*I, 0.8638203197218882 + 0.*I}, {-0.6953745787165331 + 0.*I}}","{{-0.8935104528416511 + 0.*I, 0.1622676709424938 + 0.*I, 1.086526321410571 + 0.*I}, {0.7591508377418009 + 0.*I}}","{{-1.0937455228370667 + 0.*I, 0.28004506841719806 + 0.*I, 0.8217086721163555 + 0.*I}, {-0.6363256741185614 + 0.*I}}","{{-0.9230254247797193 + 0.*I, 0.44005959367988334 + 0.*I, 1.0823028860796386 + 0.*I}, {0.8577142924360911 + 0.*I}}","{{-0.41847627450902447 + 0.*I, -0.13555111816398385 + 0.*I, 0.08902894213041838 + 0.*I}, {-0.478868832385599 + 0.*I}}","{{-0.32055003013057015 + 0.*I, -0.061702027190166556 + 0.*I, 0.15476532878201063 + 0.*I}, {0.24387452035487228 + 0.*I}}","{{-0.4287920170081811 + 0.*I, -0.14697656524001435 + 0.*I, 0.3435984344627912 + 0.*I}, {-0.4438044161496063 + 0.*I}}","{{-0.3296187708360077 + 0.*I, -0.06596477080467558 + 0.*I, 0.43326593979174766 + 0.*I}, {0.37776529429371075 + 0.*I}}","{{-0.44558852895669787 + 0.*I, -0.1647159051953232 + 0.*I, 0.8639424476468714 + 0.*I}, {-0.40715731709213526 + 0.*I}}","{{-0.34092093220539443 + 0.*I, -0.07164777309795206 + 0.*I, 1.0694510517687126 + 0.*I}, {0.7387771864699767 + 0.*I}}","{{-0.43326593979174743 + 0.*I, 0.06596477080467557 + 0.*I, 0.32961877083600766 + 0.*I}, {-0.3777652942937107 + 0.*I}}","{{-0.3435984344627911 + 0.*I, 0.14697656524001446 + 0.*I, 0.42879201700818115 + 0.*I}, {0.4438044161496064 + 0.*I}}","{{-0.4473314656994105 + 0.*I, 0.04502180993356763 + 0.*I, 0.83784569565709 + 0.*I}, {-0.3275593140592861 + 0.*I}}","{{-0.3576522564589653 + 0.*I, 0.1412931736485802 + 0.*I, 1.0623973683261827 + 0.*I}, {0.7883021178687868 + 0.*I}}","{{-0.449470065821993 + 0.*I, 0.2765838073431924 + 0.*I, 0.8002821569929848 + 0.*I}, {-0.25414709579372463 + 0.*I}}","{{-0.3748381387213521 + 0.*I, 0.41576643700861865 + 0.*I, 1.053632900517798 + 0.*I}, {0.8688631425903403 + 0.*I}}","{{-0.15476532878201052 + 0.*I, 0.061702027190166556 + 0.*I, 0.3205500301305704 + 0.*I}, {-0.24387452035487203 + 0.*I}}","{{-0.08902894213041847 + 0.*I, 0.13555111816398382 + 0.*I, 0.4184762745090245 + 0.*I}, {0.47886883238559896 + 0.*I}}","{{-0.16759217031785698 + 0.*I, 0.04344411521061594 + 0.*I, 0.8179910052598443 + 0.*I}, {-0.18477412746026461 + 0.*I}}","{{-0.09967165009149088 + 0.*I, 0.12716845103166866 + 0.*I, 1.0484543170161789 + 0.*I}, {0.813159712165457 + 0.*I}}","{{-0.16934974833012137 + 0.*I, 0.2741793681662253 + 0.*I, 0.7840172226793131 + 0.*I}, {-0.10271377152895557 + 0.*I}}","{{-0.11372243745684321 + 0.*I, 0.3987805463681606 + 0.*I, 1.0361055746540553 + 0.*I}, {0.8807757890435818 + 0.*I}}","{{0.03995796334770189 + 0.*I, 0.27180327612740635 + 0.*I, 0.7670590964333436 + 0.*I}, {0. + 0.*I}}","{{0.0991398040797626 + 0.*I, 0.3822768029990391 + 0.*I, 1.0199522820727926 + 0.*I}, {0.8972974482315684 + 0.*I}}"
